province,age,sex,population,ASD_prev_3_17,N_ASD,asd_survival,rho_adj,gamma_adj
Alberta,68,Female,20136.0,0.011173948,160.29962341656525,0.9734808751938617,0.007749732702463468,156.0486176968044
Alberta,69,Female,20136.0,0.011173948,156.0486176968044,0.9734808751938617,0.007544216573712628,151.91034492827748
Alberta,70,Female,15375.0,0.011173948,115.99232982083166,0.9553854723849674,0.00720763491505094,110.81738681890819
Alberta,71,Female,15375.0,0.011173948,110.81738681890819,0.9553854723849674,0.006886069688094326,105.87332145445026
Alberta,72,Female,15375.0,0.011173948,105.87332145445026,0.9553854723849674,0.006578850941835803,101.14983323072546
Alberta,73,Female,15375.0,0.011173948,101.14983323072546,0.9553854723849674,0.006285338614816086,96.63708120279732
Alberta,74,Female,15375.0,0.011173948,96.63708120279732,0.9553854723849674,0.006004921201615543,92.32566347483898
Alberta,75,Female,10419.0,0.011173948,62.56527399963234,0.9244984917284063,0.005551540593841498,57.84150144723457
Alberta,76,Female,10419.0,0.011173948,57.84150144723457,0.9244984917284063,0.0051323909057754856,53.47438084727479
Alberta,77,Female,10419.0,0.011173948,53.47438084727479,0.9244984917284063,0.004744887651350026,49.436984439415916
Alberta,78,Female,10419.0,0.011173948,49.436984439415916,0.9244984917284063,0.0043866414770938385,45.704417549840706
Alberta,79,Female,10419.0,0.011173948,45.704417549840706,0.9244984917284063,0.004055443429326522,42.253665090153035
Alberta,80,Female,7408.0,0.011173948,30.042724924450877,0.8717722318197314,0.0035354229694026474,26.190413357334812
Alberta,81,Female,7408.0,0.011173948,26.190413357334812,0.8717722318197314,0.003082083572462888,22.832075104805075
Alberta,82,Female,7408.0,0.011173948,22.832075104805075,0.8717722318197314,0.0026868748746209027,19.90436907119165
Alberta,83,Female,7408.0,0.011173948,19.90436907119165,0.8717722318197314,0.002342342906068626,17.35207624815638
Alberta,84,Female,7408.0,0.011173948,17.35207624815638,0.8717722318197314,0.0020419895029105614,15.127058237561439
Alberta,85,Female,5109.0,0.011173948,10.432524370370059,0.7728714957780156,0.0015781954814774923,8.063000714868508
Alberta,86,Female,5109.0,0.011173948,8.063000714868508,0.7728714957780156,0.001219742302399615,6.231663422959633
Alberta,87,Female,5109.0,0.011173948,6.231663422959633,0.7728714957780156,0.000942704057719311,4.81627503088796
Alberta,88,Female,5109.0,0.011173948,4.81627503088796,0.7728714957780156,0.0007285890951655286,3.722361687200686
Alberta,89,Female,5109.0,0.011173948,3.722361687200686,0.7728714957780156,0.0005631057437881331,2.876907245013572
Alberta,18,Male,26064.0,0.036237469,944.493392016,0.9984350516512716,0.03618075923272635,943.0153086417796
Alberta,19,Male,26064.0,0.036237469,943.0153086417796,0.9984350516512716,0.036124138213309356,941.539538391695
Alberta,20,Male,28620.0,0.036237469,1033.8728356649137,0.9971830929722889,0.03602237987450628,1030.9605120083697
Alberta,21,Male,28620.0,0.036237469,1030.9605120083697,0.9971830929722889,0.0359209081794829,1028.0563920968007
Alberta,22,Male,28620.0,0.036237469,1028.0563920968007,0.9971830929722889,0.03581972232079035,1025.1604528210198
Alberta,23,Male,28620.0,0.036237469,1025.1604528210198,0.9971830929722889,0.035718821493254255,1022.2726711369368
Alberta,24,Male,28620.0,0.036237469,1022.2726711369368,0.9971830929722889,0.035618204893968344,1019.393024065374
Alberta,25,Male,32999.0,0.036237469,1175.3651432960614,0.9965571136327975,0.035495575461914675,1171.3184946677222
Alberta,26,Male,32999.0,0.036237469,1171.3184946677222,0.9965571136327975,0.03537336822906084,1167.2857781907787
Alberta,27,Male,32999.0,0.036237469,1167.2857781907787,0.9965571136327975,0.035251581741822975,1163.2669458984165
Alberta,28,Male,32999.0,0.036237469,1163.2669458984165,0.9965571136327975,0.035130214551621734,1159.2619499889656
Alberta,29,Male,32999.0,0.036237469,1159.2619499889656,0.9965571136327975,0.03500926521486506,1155.270742825332
Alberta,30,Male,36133.0,0.036237469,1264.9897800087192,0.9962441239630518,0.03487777475457339,1260.2386352070002
Alberta,31,Male,36133.0,0.036237469,1260.2386352070002,0.9962441239630518,0.03474677815615061,1255.50533511619
Alberta,32,Male,36133.0,0.036237469,1255.50533511619,0.9962441239630518,0.03461627356471277,1250.7898127137667
Alberta,33,Male,36133.0,0.036237469,1250.7898127137667,0.9962441239630518,0.03448625913234263,1246.0920012289362
Alberta,34,Male,36133.0,0.036237469,1246.0920012289362,0.9962441239630518,0.03435673301806348,1241.4118341416877
Alberta,35,Male,35417.0,0.036237469,1216.8124133007543,0.9953051549538148,0.03419543348025052,1211.0996675700326
Alberta,36,Male,35417.0,0.036237469,1211.0996675700326,0.9953051549538148,0.03403489121877361,1205.413742295305
Alberta,37,Male,35417.0,0.036237469,1205.413742295305,0.9953051549538148,0.0338751026783377,1199.7545115586863
Alberta,38,Male,35417.0,0.036237469,1199.7545115586863,0.9953051549538148,0.033716064320339294,1194.1218500334567
Alberta,39,Male,35417.0,0.036237469,1194.1218500334567,0.9953051549538148,0.033557772622788085,1188.5156329812855
Alberta,40,Male,31322.0,0.036237469,1051.0965540909683,0.9943661859445778,0.03336871437171716,1045.1748715509248
Alberta,41,Male,31322.0,0.036237469,1045.1748715509248,0.9943661859445778,0.03318072123967841,1039.2865506692071
Alberta,42,Male,31322.0,0.036237469,1039.2865506692071,0.9943661859445778,0.032993787225989266,1033.4314034924357
Alberta,43,Male,31322.0,0.036237469,1033.4314034924357,0.9943661859445778,0.03280790636377388,1027.6092431261254
Alberta,44,Male,31322.0,0.036237469,1027.6092431261254,0.9943661859445778,0.032623072719772675,1021.8198837287197
Alberta,45,Male,29115.0,0.036237469,949.8207622361814,0.992175258256358,0.0323678056008564,942.3886600689341
Alberta,46,Male,29115.0,0.036237469,942.3886600689341,0.992175258256358,0.03211453588122129,935.0147121817579
Alberta,47,Male,29115.0,0.036237469,935.0147121817579,0.992175258256358,0.03186324793173381,927.69846353243
Alberta,48,Male,29115.0,0.036237469,927.69846353243,0.992175258256358,0.03161392624555436,920.4394626393153
Alberta,49,Male,29115.0,0.036237469,920.4394626393153,0.992175258256358,0.03136655543718035,913.237261553506
Alberta,50,Male,27185.0,0.036237469,852.6998095597479,0.9887323718891556,0.03101312875539602,843.0919052154409
Alberta,51,Male,27185.0,0.036237469,843.0919052154409,0.9887323718891556,0.03066368435402649,833.5922591642101
Alberta,52,Male,27185.0,0.036237469,833.5922591642101,0.9887323718891555,0.030318177362216998,824.199651591869
Alberta,53,Male,27185.0,0.036237469,824.199651591869,0.9887323718891556,0.029976563414700914,814.9128764286444
Alberta,54,Male,27185.0,0.036237469,814.9128764286444,0.9887323718891556,0.029638798646102922,805.7307411943079
Alberta,55,Male,28678.0,0.036237469,849.9814675729396,0.9821595888244964,0.029110030291508483,834.8174486998803
Alberta,56,Male,28678.0,0.036237469,834.8174486998803,0.9821595888244964,0.02859069538177661,819.9239621585896
Alberta,57,Male,28678.0,0.036237469,819.9239621585896,0.9821595888244964,0.028080625620372144,805.2961815410323
Alberta,58,Male,28678.0,0.036237469,805.2961815410323,0.9821595888244964,0.027579655713239323,790.9293665442773
Alberta,59,Male,28678.0,0.036237469,790.9293665442773,0.9821595888244964,0.027087623315236307,776.8188614343468
Alberta,60,Male,25866.0,0.036237469,700.6484646719023,0.9715179400531433,0.02631611200415387,680.692553099444
Alberta,61,Male,25866.0,0.036237469,680.692553099444,0.9715179400531433,0.025566574924483363,661.3050269966867
Alberta,62,Male,25866.0,0.036237469,661.3050269966867,0.9715179400531433,0.024838386204848427,642.4696975746094
Alberta,63,Male,25866.0,0.036237469,642.4696975746094,0.9715179400531433,0.024130937799978755,624.1708371342505
Alberta,64,Male,25866.0,0.036237469,624.1708371342505,0.9715179400531433,0.023443638982985893,606.3931659339131
Alberta,65,Male,19588.0,0.036237469,459.2140003987277,0.9596243326028076,0.022497086412829,440.67292865449446
Alberta,66,Male,19588.0,0.036237469,440.67292865449446,0.9596243326028076,0.02158875153441872,422.8804650561939
Alberta,67,Male,19588.0,0.036237469,422.8804650561939,0.9596243326028076,0.0207170912829444,405.80638405031493
Alberta,68,Male,19588.0,0.036237469,405.80638405031493,0.9596243326028076,0.019880624895866963,389.4216804602421
Alberta,69,Male,19588.0,0.036237469,389.4216804602421,0.9596243326028076,0.019077931397423097,373.6985202127236
Alberta,70,Male,14214.0,0.036237469,271.1737168829719,0.9380280453903557,0.017895634698816085,254.36855160897184
Alberta,71,Male,14214.0,0.036237469,254.36855160897184,0.9380280453903557,0.01678660723755028,238.60483527453968
Alberta,72,Male,14214.0,0.036237469,238.60483527453968,0.9380280453903557,0.015746308375774887,223.81802725326426
Alberta,73,Male,14214.0,0.036237469,223.81802725326426,0.9380280453903557,0.014770478867841904,209.94758662750482
Alberta,74,Male,14214.0,0.036237469,209.94758662750482,0.9380280453903557,0.013855123421881294,196.93672431862072
Alberta,75,Male,9203.0,0.036237469,127.50870085157355,0.8923315536074867,0.012363363808470813,113.7800371293569
Alberta,76,Male,9203.0,0.036237469,113.7800371293569,0.8923315536074867,0.011032219635027334,101.52951730115656
Alberta,77,Male,9203.0,0.036237469,101.52951730115656,0.8923315536074867,0.009844397686662962,90.59799191035924
Alberta,78,Male,9203.0,0.036237469,90.59799191035924,0.8923315536074866,0.008784466682069909,80.84344687508937
Alberta,79,Male,9203.0,0.036237469,80.84344687508937,0.8923315536074866,0.007838656802024644,72.1391585490328
Alberta,80,Male,5869.0,0.036237469,46.005076771082635,0.8162750638592868,0.006398500081643699,37.55279697916687
Alberta,81,Male,5869.0,0.036237469,37.55279697916687,0.8162750638592868,0.005222936062747363,30.653411752264272
Alberta,82,Male,5869.0,0.036237469,30.653411752264272,0.8162750638592868,0.004263352468152076,25.021615635584535
Alberta,83,Male,5869.0,0.036237469,25.021615635584535,0.8162750638592868,0.0034800683081954845,20.424520900799298
Alberta,84,Male,5869.0,0.036237469,20.424520900799298,0.8162750638592868,0.0028406929805069496,16.672027102595287
Alberta,85,Male,3566.0,0.036237469,10.129911168487782,0.6694829087485636,0.0019017953994514192,6.781802394443761
Alberta,86,Male,3566.0,0.036237469,6.781802394443761,0.6694829087485636,0.0012732195158693727,4.540300793590183
Alberta,87,Male,3566.0,0.036237469,4.540300793590183,0.6694829087485636,0.0008523987049596657,3.0396537818861677
Alberta,88,Male,3566.0,0.036237469,3.0396537818861677,0.6694829087485636,0.0005706663644099057,2.0349962554857237
Alberta,89,Male,3566.0,0.036237469,2.0349962554857237,0.6694829087485636,0.0003820513775701114,1.3623952124150174
British Columbia,18,Female,27138.0,0.008827276,239.55461608800002,0.9990640308891952,0.008819013942331451,239.33040036699092
British Columbia,19,Female,27138.0,0.008827276,239.33040036699092,0.9990640308891952,0.008810759617693672,239.10639450497087
British Columbia,20,Female,32537.0,0.008827276,286.675685680899,0.9990640308891952,0.008802513018848783,286.40736609428285
British Columbia,21,Female,32537.0,0.008827276,286.40736609428285,0.9990640308891952,0.008794274138565683,286.13929764651164
British Columbia,22,Female,32537.0,0.008827276,286.13929764651164,0.9990640308891952,0.008786042969620036,285.87148010252713
British Columbia,23,Female,32537.0,0.008827276,285.87148010252713,0.9990640308891952,0.008777819504794268,285.6039132274911
British Columbia,24,Female,32537.0,0.008827276,285.6039132274911,0.9990640308891952,0.00876960373687756,285.33659678678515
British Columbia,25,Female,35057.0,0.008827276,307.4359982037166,0.9984400514819919,0.0087559236065247,306.9564138739364
British Columbia,26,Female,35057.0,0.008827276,306.9564138739364,0.9984400514819919,0.00874226481647091,306.4775776710207
British Columbia,27,Female,35057.0,0.008827276,306.4775776710207,0.9984400514819919,0.008728627333426423,305.9994884279301
British Columbia,28,Female,35057.0,0.008827276,305.9994884279301,0.9984400514819919,0.008715011124153398,305.52214497944567
British Columbia,29,Female,35057.0,0.008827276,305.52214497944567,0.9984400514819919,0.00870141615546585,305.0455461621663
British Columbia,30,Female,36390.0,0.008827276,316.6445338974023,0.9984400514819919,0.00868784239422956,316.1505847260137
British Columbia,31,Female,36390.0,0.008827276,316.1505847260137,0.9984400514819919,0.008674289807361993,315.6574060899029
British Columbia,32,Female,36390.0,0.008827276,315.6574060899029,0.9984400514819919,0.008660758361832227,315.16499678707476
British Columbia,33,Female,36390.0,0.008827276,315.16499678707476,0.9984400514819919,0.008647248024660862,314.67335561740873
British Columbia,34,Female,36390.0,0.008827276,314.67335561740873,0.9984400514819919,0.008633758762919943,314.1824813826567
British Columbia,35,Female,35366.0,0.008827276,305.3415124094267,0.997504082371187,0.008612209612220652,304.5794051457956
British Columbia,36,Female,35366.0,0.008827276,304.5794051457956,0.997504082371187,0.008590714246426477,303.8192000391188
British Columbia,37,Female,35366.0,0.008827276,303.8192000391188,0.997504082371187,0.008569272531294726,303.06089234176926
British Columbia,38,Female,35366.0,0.008827276,303.06089234176926,0.997504082371187,0.008547884332917765,302.30447731796966
British Columbia,39,Female,35366.0,0.008827276,302.30447731796966,0.997504082371187,0.00852654951772218,301.5499502437626
British Columbia,40,Female,32226.0,0.008827276,274.776584758115,0.9971920926675854,0.008502607756811172,274.0050375709968
British Columbia,41,Female,32226.0,0.008827276,274.0050375709968,0.9971920926675854,0.008478733222146177,273.2356568168827
British Columbia,42,Female,32226.0,0.008827276,273.2356568168827,0.9971920926675854,0.008454925724962125,272.46843641262944
British Columbia,43,Female,32226.0,0.008827276,272.46843641262944,0.9971920926675854,0.008431185077023983,271.7033702921749
British Columbia,44,Female,32226.0,0.008827276,271.7033702921749,0.9971920926675854,0.008407511090625264,270.9404524064897
British Columbia,45,Female,34119.0,0.008827276,286.8558709010434,0.995008164742374,0.008365542180334197,285.4239336508225
British Columbia,46,Female,34119.0,0.008827276,285.4239336508225,0.995008164742374,0.008323782771929248,283.99914439545404
British Columbia,47,Female,34119.0,0.008827276,283.99914439545404,0.995008164742374,0.008282231819611512,282.58146745332516
British Columbia,48,Female,34119.0,0.008827276,282.58146745332516,0.995008164742374,0.008240888282802544,281.17086732094
British Columbia,49,Female,34119.0,0.008827276,281.17086732094,0.995008164742374,0.008199751126118293,279.76730867203
British Columbia,50,Female,35599.0,0.008827276,291.9029403386851,0.9937602059279674,0.008148586367649396,290.0815261019509
British Columbia,51,Female,35599.0,0.008827276,290.0815261019509,0.9937602059279674,0.008097740866737093,288.2714771149738
British Columbia,52,Female,35599.0,0.008827276,288.2714771149738,0.9937602059279674,0.00804721263127997,286.4727224609357
British Columbia,53,Female,35599.0,0.008827276,286.4727224609357,0.9937602059279674,0.007996999681606925,284.68519166552494
British Columbia,54,Female,35599.0,0.008827276,284.68519166552494,0.9937602059279674,0.00794710005039959,282.90881469417496
British Columbia,55,Female,38765.0,0.008827276,308.06933345374006,0.9900163294847479,0.007867758821944657,304.9936707326846
British Columbia,56,Female,38765.0,0.008827276,304.9936707326846,0.9900163294847479,0.0077892097101728945,301.94871441485225
British Columbia,57,Female,38765.0,0.008827276,301.94871441485225,0.9900163294847479,0.007711444806852326,298.9341579376304
British Columbia,58,Female,38765.0,0.008827276,298.9341579376304,0.9900163294847479,0.00763445628270416,295.94969779902675
British Columbia,59,Female,38765.0,0.008827276,295.94969779902675,0.9900163294847479,0.007558236386614545,292.99503352711287
British Columbia,60,Female,36617.0,0.008827276,276.7599417686648,0.9847125045235203,0.007442689882044011,272.5289754108056
British Columbia,61,Female,36617.0,0.008827276,272.5289754108056,0.9847125045235203,0.007328909794139423,268.36268993200326
British Columbia,62,Female,36617.0,0.008827276,268.36268993200326,0.9847125045235203,0.007216869118813989,264.2600965236118
British Columbia,63,Female,36617.0,0.008827276,264.2600965236118,0.9847125045235203,0.007106541264805774,260.220221493393
British Columbia,64,Female,36617.0,0.008827276,260.220221493393,0.9847125045235203,0.00699790004736664,256.24210603442424
British Columbia,65,Female,31719.0,0.008827276,221.96639160242245,0.9775367413406829,0.006840704408530595,216.98030313418195
British Columbia,66,Female,31719.0,0.008827276,216.98030313418195,0.9775367413406829,0.006687039895989842,212.1062184609018
British Columbia,67,Female,31719.0,0.008827276,212.1062184609018,0.9775367413406829,0.0065368271891410494,207.34162161236495
British Columbia,68,Female,31719.0,0.008827276,207.34162161236495,0.9775367413406829,0.006389988749180117,202.68405313524414
British Columbia,69,Female,31719.0,0.008827276,202.68405313524414,0.9775367413406829,0.006246448779077158,198.13110882354837
British Columbia,70,Female,25635.0,0.008827276,160.12771445164293,0.963185214975008,0.006016487110105808,154.2326470675624
British Columbia,71,Female,25635.0,0.008827276,154.2326470675624,0.963185214975008,0.005794991430541628,148.55460532193462
British Columbia,72,Female,25635.0,0.008827276,148.55460532193462,0.963185214975008,0.005581650066804566,143.08559946253504
British Columbia,73,Female,25635.0,0.008827276,143.08559946253504,0.963185214975008,0.0053761628195104225,137.8179338781497
British Columbia,74,Female,25635.0,0.008827276,137.8179338781497,0.963185214975008,0.005178240541050792,132.74419626983703
British Columbia,75,Female,17394.0,0.008827276,90.07031597103747,0.9310502755040404,0.004821202282371531,83.85999249957041
British Columbia,76,Female,17394.0,0.008827276,83.85999249957041,0.9310502755040404,0.004488781713262723,78.0778691204918
British Columbia,77,Female,17394.0,0.008827276,78.0778691204918,0.9310502755040404,0.004179281450810757,72.6944215554023
British Columbia,78,Female,17394.0,0.008827276,72.6944215554023,0.9310502755040404,0.003891121146186281,67.68216121676417
British Columbia,79,Female,17394.0,0.008827276,67.68216121676417,0.9310502755040404,0.0036228294151763344,63.01549484757716
British Columbia,80,Female,12006.0,0.008827276,43.49568995860707,0.8798839641133737,0.0031876695071318883,38.27116010262545
British Columbia,81,Female,12006.0,0.008827276,38.27116010262545,0.8798839641133737,0.00280477928221853,33.67418006231567
British Columbia,82,Female,12006.0,0.008827276,33.67418006231567,0.8798839641133737,0.002467880313301503,29.629371041497844
British Columbia,83,Female,12006.0,0.008827276,29.629371041497844,0.8798839641133737,0.002171448313025081,26.070408446179123
British Columbia,84,Female,12006.0,0.008827276,26.070408446179123,0.8798839641133737,0.0019106225495318062,22.938934329678865
British Columbia,85,Female,8198.0,0.008827276,15.663283661061747,0.7666317017059832,0.0014647438164653928,12.00796980738329
British Columbia,86,Female,8198.0,0.008827276,12.00796980738329,0.7666317017059832,0.0011229190445801803,9.205690327468318
British Columbia,87,Female,8198.0,0.008827276,9.205690327468318,0.7666317017059832,0.0008608653380245604,7.057374041125346
British Columbia,88,Female,8198.0,0.008827276,7.057374041125346,0.7666317017059832,0.0006599666590294651,5.410406670723555
British Columbia,89,Female,8198.0,0.008827276,5.410406670723555,0.7666317017059832,0.0005059513628809712,4.147789272898202
British Columbia,18,Male,28414.0,0.040655671,1155.1902357939998,0.9987480413210172,0.040604771779841675,1153.7439853524213
British Columbia,19,Male,28414.0,0.040655671,1153.7439853524213,0.9987480413210172,0.040553936283403785,1152.2995455566352
British Columbia,20,Male,35744.0,0.040655671,1449.559898513985,0.9971830929722889,0.04043969961528572,1445.4766230487728
British Columbia,21,Male,35744.0,0.040655671,1445.4766230487728,0.9971830929722889,0.0403257847412409,1441.4048497909146
British Columbia,22,Male,35744.0,0.040655671,1441.4048497909146,0.9971830929722889,0.04021219075480533,1437.3445463397618
British Columbia,23,Male,35744.0,0.040655671,1437.3445463397618,0.9971830929722889,0.04009891675206846,1433.2956803859352
British Columbia,24,Male,35744.0,0.040655671,1433.2956803859352,0.9971830929722889,0.03998596183166596,1429.258219711068
British Columbia,25,Male,37066.0,0.040655671,1482.1196612525305,0.9965571136327975,0.039848294708796236,1477.0168916762414
British Columbia,26,Male,37066.0,0.040655671,1477.0168916762414,0.9965571136327975,0.03971110155818706,1471.9316903557615
British Columbia,27,Male,37066.0,0.040655671,1471.9316903557615,0.9965571136327975,0.03957438074800578,1466.8639968055822
British Columbia,28,Male,37066.0,0.040655671,1466.8639968055822,0.9965571136327975,0.039438130652037995,1461.8137507484403
British Columbia,29,Male,37066.0,0.040655671,1461.8137507484403,0.9965571136327975,0.03930234964966814,1456.7808921145993
British Columbia,30,Male,37336.0,0.040655671,1467.3925265200096,0.9956181446235605,0.03913013243754903,1460.9626246883306
British Columbia,31,Male,37336.0,0.040655671,1460.9626246883306,0.9956181446235605,0.038958669856346766,1454.5608977565628
British Columbia,32,Male,37336.0,0.040655671,1454.5608977565628,0.9956181446235605,0.038787958599377795,1448.1872222663694
British Columbia,33,Male,37336.0,0.040655671,1448.1872222663694,0.9956181446235605,0.038617995374448,1441.8414753003906
British Columbia,34,Male,37336.0,0.040655671,1441.8414753003906,0.9956181446235605,0.03844877690378916,1435.523534479872
British Columbia,35,Male,35176.0,0.040655671,1352.4741763676875,0.9953051549538148,0.038268265854010525,1346.1245196806742
British Columbia,36,Male,35176.0,0.040655671,1346.1245196806742,0.9953051549538148,0.038088602275639726,1339.804673647903
British Columbia,37,Male,35176.0,0.040655671,1339.804673647903,0.9953051549538148,0.03790978218992982,1333.5144983129712
British Columbia,38,Male,35176.0,0.040655671,1333.5144983129712,0.9953051549538148,0.037731801636813465,1327.2538543765504
British Columbia,39,Male,35176.0,0.040655671,1327.2538543765504,0.9953051549538148,0.03755465667481523,1321.0226031933005
British Columbia,40,Male,31022.0,0.040655671,1165.020559366118,0.9946791756143235,0.03735483494178416,1158.8216895640282
British Columbia,41,Male,31022.0,0.040655671,1158.8216895640282,0.9946791756143235,0.03715607642510299,1152.655802859545
British Columbia,42,Male,31022.0,0.040655671,1152.655802859545,0.9946791756143235,0.036958375467584244,1146.5227237553984
British Columbia,43,Male,31022.0,0.040655671,1146.5227237553984,0.9946791756143235,0.03676172644214133,1140.4222776881084
British Columbia,44,Male,31022.0,0.040655671,1140.4222776881084,0.9946791756143235,0.03656612375162842,1134.3542910230167
British Columbia,45,Male,32235.0,0.040655671,1178.708999133742,0.992175258256358,0.03628000327670587,1169.4859056246137
British Columbia,46,Male,32235.0,0.040655671,1169.4859056246137,0.992175258256358,0.035996121620607155,1160.3349804402717
British Columbia,47,Male,32235.0,0.040655671,1160.3349804402717,0.992175258256358,0.03571446126515317,1151.2556588822126
British Columbia,48,Male,32235.0,0.040655671,1151.2556588822126,0.992175258256358,0.03543500482924005,1142.247380670553
British Columbia,49,Male,32235.0,0.040655671,1142.247380670553,0.992175258256358,0.03515773506776654,1133.3095899094544
British Columbia,50,Male,33755.0,0.040655671,1186.7493472124595,0.98841938221941,0.034750586775915485,1173.0060566210273
