province,sex,age,population,mortality_rate,asd_prevalence,asd_prevalence_se,hazard_ratio,se,pop_survival
Nova Scotia,Female,74,5722.0,17.1,,,4.869999999539792,0.236,0.9829
Nova Scotia,Female,75,3871.0,27.9,,,4.869999999539792,0.236,0.9721
Nova Scotia,Female,76,3871.0,27.9,,,4.869999999539792,0.236,0.9721
Nova Scotia,Female,77,3871.0,27.9,,,4.869999999539792,0.236,0.9721
Nova Scotia,Female,78,3871.0,27.9,,,4.869999999539792,0.236,0.9721
Nova Scotia,Female,79,3871.0,27.9,,,4.869999999539792,0.236,0.9721
Nova Scotia,Female,80,2625.0,53.3,,,4.869999999539792,0.236,0.9467
Nova Scotia,Female,81,2625.0,53.3,,,4.869999999539792,0.236,0.9467
Nova Scotia,Female,82,2625.0,53.3,,,4.869999999539792,0.236,0.9467
Nova Scotia,Female,83,2625.0,53.3,,,4.869999999539792,0.236,0.9467
Nova Scotia,Female,84,2625.0,53.3,,,4.869999999539792,0.236,0.9467
Nova Scotia,Female,85,1726.0,93.1,,,4.869999999539792,0.236,0.9069
Nova Scotia,Female,86,1726.0,93.1,,,4.869999999539792,0.236,0.9069
Nova Scotia,Female,87,1726.0,93.1,,,4.869999999539792,0.236,0.9069
Nova Scotia,Female,88,1726.0,93.1,,,4.869999999539792,0.236,0.9069
Nova Scotia,Female,89,1726.0,93.1,,,4.869999999539792,0.236,0.9069
New Brunswick,Male,18,4146.0,0.8,0.069084,0.013736,2.090000000048656,0.171,0.9992
New Brunswick,Male,19,4146.0,0.8,,,2.090000000048656,0.171,0.9992
New Brunswick,Male,20,4545.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,21,4545.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,22,4545.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,23,4545.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,24,4545.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,25,4507.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,26,4507.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,27,4507.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,28,4507.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,29,4507.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,30,4423.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,31,4423.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,32,4423.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,33,4423.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,34,4423.0,1.1,,,2.090000000048656,0.171,0.9989
New Brunswick,Male,35,4611.0,1.5,,,2.090000000048656,0.171,0.9985
New Brunswick,Male,36,4611.0,1.5,,,2.090000000048656,0.171,0.9985
New Brunswick,Male,37,4611.0,1.5,,,2.090000000048656,0.171,0.9985
New Brunswick,Male,38,4611.0,1.5,,,2.090000000048656,0.171,0.9985
New Brunswick,Male,39,4611.0,1.5,,,2.090000000048656,0.171,0.9985
New Brunswick,Male,40,4782.0,1.8,,,2.090000000048656,0.171,0.9982
New Brunswick,Male,41,4782.0,1.8,,,2.090000000048656,0.171,0.9982
New Brunswick,Male,42,4782.0,1.8,,,2.090000000048656,0.171,0.9982
New Brunswick,Male,43,4782.0,1.8,,,2.090000000048656,0.171,0.9982
New Brunswick,Male,44,4782.0,1.8,,,2.090000000048656,0.171,0.9982
New Brunswick,Male,45,5214.0,2.3,,,2.090000000048656,0.171,0.9977
New Brunswick,Male,46,5214.0,2.3,,,2.090000000048656,0.171,0.9977
New Brunswick,Male,47,5214.0,2.3,,,2.090000000048656,0.171,0.9977
New Brunswick,Male,48,5214.0,2.3,,,2.090000000048656,0.171,0.9977
New Brunswick,Male,49,5214.0,2.3,,,2.090000000048656,0.171,0.9977
New Brunswick,Male,50,5592.0,3.7,,,2.090000000048656,0.171,0.9963
New Brunswick,Male,51,5592.0,3.7,,,2.090000000048656,0.171,0.9963
New Brunswick,Male,52,5592.0,3.7,,,2.090000000048656,0.171,0.9963
New Brunswick,Male,53,5592.0,3.7,,,2.090000000048656,0.171,0.9963
New Brunswick,Male,54,5592.0,3.7,,,2.090000000048656,0.171,0.9963
New Brunswick,Male,55,6295.0,5.6,,,2.090000000048656,0.171,0.9944
New Brunswick,Male,56,6295.0,5.6,,,2.090000000048656,0.171,0.9944
New Brunswick,Male,57,6295.0,5.6,,,2.090000000048656,0.171,0.9944
New Brunswick,Male,58,6295.0,5.6,,,2.090000000048656,0.171,0.9944
New Brunswick,Male,59,6295.0,5.6,,,2.090000000048656,0.171,0.9944
New Brunswick,Male,60,6056.0,9.6,,,2.090000000048656,0.171,0.9904
New Brunswick,Male,61,6056.0,9.6,,,2.090000000048656,0.171,0.9904
New Brunswick,Male,62,6056.0,9.6,,,2.090000000048656,0.171,0.9904
New Brunswick,Male,63,6056.0,9.6,,,2.090000000048656,0.171,0.9904
New Brunswick,Male,64,6056.0,9.6,,,2.090000000048656,0.171,0.9904
New Brunswick,Male,65,5269.0,17.0,,,2.090000000048656,0.171,0.983
New Brunswick,Male,66,5269.0,17.0,,,2.090000000048656,0.171,0.983
New Brunswick,Male,67,5269.0,17.0,,,2.090000000048656,0.171,0.983
New Brunswick,Male,68,5269.0,17.0,,,2.090000000048656,0.171,0.983
New Brunswick,Male,69,5269.0,17.0,,,2.090000000048656,0.171,0.983
New Brunswick,Male,70,4332.0,25.5,,,2.090000000048656,0.171,0.9745
New Brunswick,Male,71,4332.0,25.5,,,2.090000000048656,0.171,0.9745
New Brunswick,Male,72,4332.0,25.5,,,2.090000000048656,0.171,0.9745
New Brunswick,Male,73,4332.0,25.5,,,2.090000000048656,0.171,0.9745
New Brunswick,Male,74,4332.0,25.5,,,2.090000000048656,0.171,0.9745
New Brunswick,Male,75,2764.0,40.2,,,2.090000000048656,0.171,0.9598
New Brunswick,Male,76,2764.0,40.2,,,2.090000000048656,0.171,0.9598
New Brunswick,Male,77,2764.0,40.2,,,2.090000000048656,0.171,0.9598
New Brunswick,Male,78,2764.0,40.2,,,2.090000000048656,0.171,0.9598
New Brunswick,Male,79,2764.0,40.2,,,2.090000000048656,0.171,0.9598
New Brunswick,Male,80,1663.0,67.5,,,2.090000000048656,0.171,0.9325
New Brunswick,Male,81,1663.0,67.5,,,2.090000000048656,0.171,0.9325
New Brunswick,Male,82,1663.0,67.5,,,2.090000000048656,0.171,0.9325
New Brunswick,Male,83,1663.0,67.5,,,2.090000000048656,0.171,0.9325
New Brunswick,Male,84,1663.0,67.5,,,2.090000000048656,0.171,0.9325
New Brunswick,Male,85,905.0,125.8,,,2.090000000048656,0.171,0.8742
New Brunswick,Male,86,905.0,125.8,,,2.090000000048656,0.171,0.8742
New Brunswick,Male,87,905.0,125.8,,,2.090000000048656,0.171,0.8742
New Brunswick,Male,88,905.0,125.8,,,2.090000000048656,0.171,0.8742
New Brunswick,Male,89,905.0,125.8,,,2.090000000048656,0.171,0.8742
New Brunswick,Female,18,4073.0,0.3,0.010843,0.005235,4.869999999539792,0.236,0.9997
New Brunswick,Female,19,4073.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,20,4097.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,21,4097.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,22,4097.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,23,4097.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,24,4097.0,0.3,,,4.869999999539792,0.236,0.9997
New Brunswick,Female,25,4263.0,0.4,,,4.869999999539792,0.236,0.9996
New Brunswick,Female,26,4263.0,0.4,,,4.869999999539792,0.236,0.9996
New Brunswick,Female,27,4263.0,0.4,,,4.869999999539792,0.236,0.9996
New Brunswick,Female,28,4263.0,0.4,,,4.869999999539792,0.236,0.9996
New Brunswick,Female,29,4263.0,0.4,,,4.869999999539792,0.236,0.9996
New Brunswick,Female,30,4374.0,0.9,,,4.869999999539792,0.236,0.9991
New Brunswick,Female,31,4374.0,0.9,,,4.869999999539792,0.236,0.9991
New Brunswick,Female,32,4374.0,0.9,,,4.869999999539792,0.236,0.9991
New Brunswick,Female,33,4374.0,0.9,,,4.869999999539792,0.236,0.9991
New Brunswick,Female,34,4374.0,0.9,,,4.869999999539792,0.236,0.9991
New Brunswick,Female,35,4699.0,0.5,,,4.869999999539792,0.236,0.9995
New Brunswick,Female,36,4699.0,0.5,,,4.869999999539792,0.236,0.9995
New Brunswick,Female,37,4699.0,0.5,,,4.869999999539792,0.236,0.9995
New Brunswick,Female,38,4699.0,0.5,,,4.869999999539792,0.236,0.9995
New Brunswick,Female,39,4699.0,0.5,,,4.869999999539792,0.236,0.9995
New Brunswick,Female,40,4873.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,41,4873.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,42,4873.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,43,4873.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,44,4873.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,45,5210.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,46,5210.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,47,5210.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,48,5210.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,49,5210.0,1.3,,,4.869999999539792,0.236,0.9987
New Brunswick,Female,50,5594.0,2.7,,,4.869999999539792,0.236,0.9973
New Brunswick,Female,51,5594.0,2.7,,,4.869999999539792,0.236,0.9973
New Brunswick,Female,52,5594.0,2.7,,,4.869999999539792,0.236,0.9973
New Brunswick,Female,53,5594.0,2.7,,,4.869999999539792,0.236,0.9973
New Brunswick,Female,54,5594.0,2.7,,,4.869999999539792,0.236,0.9973
New Brunswick,Female,55,6394.0,4.3,,,4.869999999539792,0.236,0.9957
New Brunswick,Female,56,6394.0,4.3,,,4.869999999539792,0.236,0.9957
New Brunswick,Female,57,6394.0,4.3,,,4.869999999539792,0.236,0.9957
New Brunswick,Female,58,6394.0,4.3,,,4.869999999539792,0.236,0.9957
New Brunswick,Female,59,6394.0,4.3,,,4.869999999539792,0.236,0.9957
New Brunswick,Female,60,6217.0,6.3,,,4.869999999539792,0.236,0.9937
New Brunswick,Female,61,6217.0,6.3,,,4.869999999539792,0.236,0.9937
New Brunswick,Female,62,6217.0,6.3,,,4.869999999539792,0.236,0.9937
New Brunswick,Female,63,6217.0,6.3,,,4.869999999539792,0.236,0.9937
New Brunswick,Female,64,6217.0,6.3,,,4.869999999539792,0.236,0.9937
New Brunswick,Female,65,5562.0,10.6,,,4.869999999539792,0.236,0.9894
New Brunswick,Female,66,5562.0,10.6,,,4.869999999539792,0.236,0.9894
New Brunswick,Female,67,5562.0,10.6,,,4.869999999539792,0.236,0.9894
New Brunswick,Female,68,5562.0,10.6,,,4.869999999539792,0.236,0.9894
New Brunswick,Female,69,5562.0,10.6,,,4.869999999539792,0.236,0.9894
New Brunswick,Female,70,4597.0,16.5,,,4.869999999539792,0.236,0.9835
New Brunswick,Female,71,4597.0,16.5,,,4.869999999539792,0.236,0.9835
New Brunswick,Female,72,4597.0,16.5,,,4.869999999539792,0.236,0.9835
New Brunswick,Female,73,4597.0,16.5,,,4.869999999539792,0.236,0.9835
New Brunswick,Female,74,4597.0,16.5,,,4.869999999539792,0.236,0.9835
New Brunswick,Female,75,3065.0,26.8,,,4.869999999539792,0.236,0.9732
New Brunswick,Female,76,3065.0,26.8,,,4.869999999539792,0.236,0.9732
New Brunswick,Female,77,3065.0,26.8,,,4.869999999539792,0.236,0.9732
New Brunswick,Female,78,3065.0,26.8,,,4.869999999539792,0.236,0.9732
New Brunswick,Female,79,3065.0,26.8,,,4.869999999539792,0.236,0.9732
New Brunswick,Female,80,2102.0,51.6,,,4.869999999539792,0.236,0.9484
New Brunswick,Female,81,2102.0,51.6,,,4.869999999539792,0.236,0.9484
New Brunswick,Female,82,2102.0,51.6,,,4.869999999539792,0.236,0.9484
New Brunswick,Female,83,2102.0,51.6,,,4.869999999539792,0.236,0.9484
New Brunswick,Female,84,2102.0,51.6,,,4.869999999539792,0.236,0.9484
New Brunswick,Female,85,1412.0,82.4,,,4.869999999539792,0.236,0.9176
New Brunswick,Female,86,1412.0,82.4,,,4.869999999539792,0.236,0.9176
New Brunswick,Female,87,1412.0,82.4,,,4.869999999539792,0.236,0.9176
New Brunswick,Female,88,1412.0,82.4,,,4.869999999539792,0.236,0.9176
New Brunswick,Female,89,1412.0,82.4,,,4.869999999539792,0.236,0.9176
Quebec,Male,18,43476.0,0.3,0.023938,0.004041,2.090000000048656,0.171,0.9997
Quebec,Male,19,43476.0,0.3,,,2.090000000048656,0.171,0.9997
Quebec,Male,20,52091.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,21,52091.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,22,52091.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,23,52091.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,24,52091.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,25,58482.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,26,58482.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,27,58482.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,28,58482.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,29,58482.0,0.6,,,2.090000000048656,0.171,0.9994
Quebec,Male,30,54985.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,31,54985.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,32,54985.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,33,54985.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,34,54985.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,35,59130.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,36,59130.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,37,59130.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,38,59130.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,39,59130.0,0.7,,,2.090000000048656,0.171,0.9993
Quebec,Male,40,57738.0,1.1,,,2.090000000048656,0.171,0.9989
Quebec,Male,41,57738.0,1.1,,,2.090000000048656,0.171,0.9989
Quebec,Male,42,57738.0,1.1,,,2.090000000048656,0.171,0.9989
Quebec,Male,43,57738.0,1.1,,,2.090000000048656,0.171,0.9989
Quebec,Male,44,57738.0,1.1,,,2.090000000048656,0.171,0.9989
Quebec,Male,45,53051.0,1.8,,,2.090000000048656,0.171,0.9982
Quebec,Male,46,53051.0,1.8,,,2.090000000048656,0.171,0.9982
Quebec,Male,47,53051.0,1.8,,,2.090000000048656,0.171,0.9982
Quebec,Male,48,53051.0,1.8,,,2.090000000048656,0.171,0.9982
Quebec,Male,49,53051.0,1.8,,,2.090000000048656,0.171,0.9982
Quebec,Male,50,57007.0,3.0,,,2.090000000048656,0.171,0.997
Quebec,Male,51,57007.0,3.0,,,2.090000000048656,0.171,0.997
Quebec,Male,52,57007.0,3.0,,,2.090000000048656,0.171,0.997
Quebec,Male,53,57007.0,3.0,,,2.090000000048656,0.171,0.997
Quebec,Male,54,57007.0,3.0,,,2.090000000048656,0.171,0.997
Quebec,Male,55,64484.0,4.9,,,2.090000000048656,0.171,0.9951
Quebec,Male,56,64484.0,4.9,,,2.090000000048656,0.171,0.9951
Quebec,Male,57,64484.0,4.9,,,2.090000000048656,0.171,0.9951
Quebec,Male,58,64484.0,4.9,,,2.090000000048656,0.171,0.9951
Quebec,Male,59,64484.0,4.9,,,2.090000000048656,0.171,0.9951
Quebec,Male,60,60727.0,7.8,,,2.090000000048656,0.171,0.9922
Quebec,Male,61,60727.0,7.8,,,2.090000000048656,0.171,0.9922
Quebec,Male,62,60727.0,7.8,,,2.090000000048656,0.171,0.9922
Quebec,Male,63,60727.0,7.8,,,2.090000000048656,0.171,0.9922
Quebec,Male,64,60727.0,7.8,,,2.090000000048656,0.171,0.9922
Quebec,Male,65,50631.0,12.4,,,2.090000000048656,0.171,0.9876
Quebec,Male,66,50631.0,12.4,,,2.090000000048656,0.171,0.9876
Quebec,Male,67,50631.0,12.4,,,2.090000000048656,0.171,0.9876
Quebec,Male,68,50631.0,12.4,,,2.090000000048656,0.171,0.9876
Quebec,Male,69,50631.0,12.4,,,2.090000000048656,0.171,0.9876
Quebec,Male,70,41271.0,21.0,,,2.090000000048656,0.171,0.979
Quebec,Male,71,41271.0,21.0,,,2.090000000048656,0.171,0.979
Quebec,Male,72,41271.0,21.0,,,2.090000000048656,0.171,0.979
Quebec,Male,73,41271.0,21.0,,,2.090000000048656,0.171,0.979
Quebec,Male,74,41271.0,21.0,,,2.090000000048656,0.171,0.979
Quebec,Male,75,27818.0,33.6,,,2.090000000048656,0.171,0.9664
Quebec,Male,76,27818.0,33.6,,,2.090000000048656,0.171,0.9664
Quebec,Male,77,27818.0,33.6,,,2.090000000048656,0.171,0.9664
Quebec,Male,78,27818.0,33.6,,,2.090000000048656,0.171,0.9664
Quebec,Male,79,27818.0,33.6,,,2.090000000048656,0.171,0.9664
Quebec,Male,80,16822.0,58.4,,,2.090000000048656,0.171,0.9416
Quebec,Male,81,16822.0,58.4,,,2.090000000048656,0.171,0.9416
Quebec,Male,82,16822.0,58.4,,,2.090000000048656,0.171,0.9416
Quebec,Male,83,16822.0,58.4,,,2.090000000048656,0.171,0.9416
Quebec,Male,84,16822.0,58.4,,,2.090000000048656,0.171,0.9416
Quebec,Male,85,9894.0,105.8,,,2.090000000048656,0.171,0.8942
Quebec,Male,86,9894.0,105.8,,,2.090000000048656,0.171,0.8942
Quebec,Male,87,9894.0,105.8,,,2.090000000048656,0.171,0.8942
Quebec,Male,88,9894.0,105.8,,,2.090000000048656,0.171,0.8942
Quebec,Male,89,9894.0,105.8,,,2.090000000048656,0.171,0.8942
Quebec,Female,18,41634.0,0.2,0.009317,0.00278,4.869999999539792,0.236,0.9998
Quebec,Female,19,41634.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,20,48541.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,21,48541.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,22,48541.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,23,48541.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,24,48541.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,25,54430.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,26,54430.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,27,54430.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,28,54430.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,29,54430.0,0.2,,,4.869999999539792,0.236,0.9998
Quebec,Female,30,52843.0,0.3,,,4.869999999539792,0.236,0.9997
Quebec,Female,31,52843.0,0.3,,,4.869999999539792,0.236,0.9997
Quebec,Female,32,52843.0,0.3,,,4.869999999539792,0.236,0.9997
Quebec,Female,33,52843.0,0.3,,,4.869999999539792,0.236,0.9997
Quebec,Female,34,52843.0,0.3,,,4.869999999539792,0.236,0.9997
Quebec,Female,35,57283.0,0.4,,,4.869999999539792,0.236,0.9996
Quebec,Female,36,57283.0,0.4,,,4.869999999539792,0.236,0.9996
Quebec,Female,37,57283.0,0.4,,,4.869999999539792,0.236,0.9996
Quebec,Female,38,57283.0,0.4,,,4.869999999539792,0.236,0.9996
Quebec,Female,39,57283.0,0.4,,,4.869999999539792,0.236,0.9996
Quebec,Female,40,55801.0,0.7,,,4.869999999539792,0.236,0.9993
Quebec,Female,41,55801.0,0.7,,,4.869999999539792,0.236,0.9993
Quebec,Female,42,55801.0,0.7,,,4.869999999539792,0.236,0.9993
Quebec,Female,43,55801.0,0.7,,,4.869999999539792,0.236,0.9993
Quebec,Female,44,55801.0,0.7,,,4.869999999539792,0.236,0.9993
Quebec,Female,45,51488.0,1.2,,,4.869999999539792,0.236,0.9988
Quebec,Female,46,51488.0,1.2,,,4.869999999539792,0.236,0.9988
Quebec,Female,47,51488.0,1.2,,,4.869999999539792,0.236,0.9988
Quebec,Female,48,51488.0,1.2,,,4.869999999539792,0.236,0.9988
Quebec,Female,49,51488.0,1.2,,,4.869999999539792,0.236,0.9988
Quebec,Female,50,56105.0,2.1,,,4.869999999539792,0.236,0.9979
Quebec,Female,51,56105.0,2.1,,,4.869999999539792,0.236,0.9979
Quebec,Female,52,56105.0,2.1,,,4.869999999539792,0.236,0.9979
Quebec,Female,53,56105.0,2.1,,,4.869999999539792,0.236,0.9979
Quebec,Female,54,56105.0,2.1,,,4.869999999539792,0.236,0.9979
Quebec,Female,55,64016.0,3.3,,,4.869999999539792,0.236,0.9967
Quebec,Female,56,64016.0,3.3,,,4.869999999539792,0.236,0.9967
Quebec,Female,57,64016.0,3.3,,,4.869999999539792,0.236,0.9967
Quebec,Female,58,64016.0,3.3,,,4.869999999539792,0.236,0.9967
Quebec,Female,59,64016.0,3.3,,,4.869999999539792,0.236,0.9967
Quebec,Female,60,61365.0,5.2,,,4.869999999539792,0.236,0.9948
Quebec,Female,61,61365.0,5.2,,,4.869999999539792,0.236,0.9948
Quebec,Female,62,61365.0,5.2,,,4.869999999539792,0.236,0.9948
Quebec,Female,63,61365.0,5.2,,,4.869999999539792,0.236,0.9948
Quebec,Female,64,61365.0,5.2,,,4.869999999539792,0.236,0.9948
Quebec,Female,65,52093.0,8.4,,,4.869999999539792,0.236,0.9916
Quebec,Female,66,52093.0,8.4,,,4.869999999539792,0.236,0.9916
Quebec,Female,67,52093.0,8.4,,,4.869999999539792,0.236,0.9916
Quebec,Female,68,52093.0,8.4,,,4.869999999539792,0.236,0.9916
Quebec,Female,69,52093.0,8.4,,,4.869999999539792,0.236,0.9916
Quebec,Female,70,44011.0,14.1,,,4.869999999539792,0.236,0.9859
Quebec,Female,71,44011.0,14.1,,,4.869999999539792,0.236,0.9859
Quebec,Female,72,44011.0,14.1,,,4.869999999539792,0.236,0.9859
Quebec,Female,73,44011.0,14.1,,,4.869999999539792,0.236,0.9859
Quebec,Female,74,44011.0,14.1,,,4.869999999539792,0.236,0.9859
Quebec,Female,75,31530.0,23.3,,,4.869999999539792,0.236,0.9767
Quebec,Female,76,31530.0,23.3,,,4.869999999539792,0.236,0.9767
Quebec,Female,77,31530.0,23.3,,,4.869999999539792,0.236,0.9767
Quebec,Female,78,31530.0,23.3,,,4.869999999539792,0.236,0.9767
Quebec,Female,79,31530.0,23.3,,,4.869999999539792,0.236,0.9767
Quebec,Female,80,21682.0,42.3,,,4.869999999539792,0.236,0.9577
Quebec,Female,81,21682.0,42.3,,,4.869999999539792,0.236,0.9577
Quebec,Female,82,21682.0,42.3,,,4.869999999539792,0.236,0.9577
Quebec,Female,83,21682.0,42.3,,,4.869999999539792,0.236,0.9577
Quebec,Female,84,21682.0,42.3,,,4.869999999539792,0.236,0.9577
Quebec,Female,85,15632.0,79.2,,,4.869999999539792,0.236,0.9208
Quebec,Female,86,15632.0,79.2,,,4.869999999539792,0.236,0.9208
Quebec,Female,87,15632.0,79.2,,,4.869999999539792,0.236,0.9208
Quebec,Female,88,15632.0,79.2,,,4.869999999539792,0.236,0.9208
Quebec,Female,89,15632.0,79.2,,,4.869999999539792,0.236,0.9208
Ontario,Male,18,88293.0,0.4,0.033405,0.002212,2.090000000048656,0.171,0.9996
Ontario,Male,19,88293.0,0.4,,,2.090000000048656,0.171,0.9996
Ontario,Male,20,108002.0,0.6,,,2.090000000048656,0.171,0.9994
Ontario,Male,21,108002.0,0.6,,,2.090000000048656,0.171,0.9994
Ontario,Male,22,108002.0,0.6,,,2.090000000048656,0.171,0.9994
Ontario,Male,23,108002.0,0.6,,,2.090000000048656,0.171,0.9994
Ontario,Male,24,108002.0,0.6,,,2.090000000048656,0.171,0.9994
Ontario,Male,25,107768.0,0.9,,,2.090000000048656,0.171,0.9991
Ontario,Male,26,107768.0,0.9,,,2.090000000048656,0.171,0.9991
Ontario,Male,27,107768.0,0.9,,,2.090000000048656,0.171,0.9991
Ontario,Male,28,107768.0,0.9,,,2.090000000048656,0.171,0.9991
Ontario,Male,29,107768.0,0.9,,,2.090000000048656,0.171,0.9991
Ontario,Male,30,101612.0,1.0,,,2.090000000048656,0.171,0.999
Ontario,Male,31,101612.0,1.0,,,2.090000000048656,0.171,0.999
Ontario,Male,32,101612.0,1.0,,,2.090000000048656,0.171,0.999
Ontario,Male,33,101612.0,1.0,,,2.090000000048656,0.171,0.999
Ontario,Male,34,101612.0,1.0,,,2.090000000048656,0.171,0.999
Ontario,Male,35,95178.0,1.2,,,2.090000000048656,0.171,0.9988
Ontario,Male,36,95178.0,1.2,,,2.090000000048656,0.171,0.9988
Ontario,Male,37,95178.0,1.2,,,2.090000000048656,0.171,0.9988
Ontario,Male,38,95178.0,1.2,,,2.090000000048656,0.171,0.9988
Ontario,Male,39,95178.0,1.2,,,2.090000000048656,0.171,0.9988
Ontario,Male,40,88454.0,1.6,,,2.090000000048656,0.171,0.9984
Ontario,Male,41,88454.0,1.6,,,2.090000000048656,0.171,0.9984
Ontario,Male,42,88454.0,1.6,,,2.090000000048656,0.171,0.9984
Ontario,Male,43,88454.0,1.6,,,2.090000000048656,0.171,0.9984
Ontario,Male,44,88454.0,1.6,,,2.090000000048656,0.171,0.9984
Ontario,Male,45,92196.0,2.2,,,2.090000000048656,0.171,0.9978
Ontario,Male,46,92196.0,2.2,,,2.090000000048656,0.171,0.9978
Ontario,Male,47,92196.0,2.2,,,2.090000000048656,0.171,0.9978
Ontario,Male,48,92196.0,2.2,,,2.090000000048656,0.171,0.9978
Ontario,Male,49,92196.0,2.2,,,2.090000000048656,0.171,0.9978
Ontario,Male,50,98263.0,3.4,,,2.090000000048656,0.171,0.9966
Ontario,Male,51,98263.0,3.4,,,2.090000000048656,0.171,0.9966
Ontario,Male,52,98263.0,3.4,,,2.090000000048656,0.171,0.9966
Ontario,Male,53,98263.0,3.4,,,2.090000000048656,0.171,0.9966
Ontario,Male,54,98263.0,3.4,,,2.090000000048656,0.171,0.9966
Ontario,Male,55,106106.0,5.6,,,2.090000000048656,0.171,0.9944
Ontario,Male,56,106106.0,5.6,,,2.090000000048656,0.171,0.9944
Ontario,Male,57,106106.0,5.6,,,2.090000000048656,0.171,0.9944
Ontario,Male,58,106106.0,5.6,,,2.090000000048656,0.171,0.9944
Ontario,Male,59,106106.0,5.6,,,2.090000000048656,0.171,0.9944
Ontario,Male,60,91539.0,8.7,,,2.090000000048656,0.171,0.9913
Ontario,Male,61,91539.0,8.7,,,2.090000000048656,0.171,0.9913
Ontario,Male,62,91539.0,8.7,,,2.090000000048656,0.171,0.9913
Ontario,Male,63,91539.0,8.7,,,2.090000000048656,0.171,0.9913
Ontario,Male,64,91539.0,8.7,,,2.090000000048656,0.171,0.9913
Ontario,Male,65,74308.0,13.5,,,2.090000000048656,0.171,0.9865
Ontario,Male,66,74308.0,13.5,,,2.090000000048656,0.171,0.9865
Ontario,Male,67,74308.0,13.5,,,2.090000000048656,0.171,0.9865
Ontario,Male,68,74308.0,13.5,,,2.090000000048656,0.171,0.9865
Ontario,Male,69,74308.0,13.5,,,2.090000000048656,0.171,0.9865
Ontario,Male,70,60868.0,20.2,,,2.090000000048656,0.171,0.9798
