province,sex,age,population,mortality_rate,asd_prevalence,asd_prevalence_se,hazard_ratio,se,pop_survival
Ontario,Male,71,60868.0,20.2,,,2.090000000048656,0.171,0.9798
Ontario,Male,72,60868.0,20.2,,,2.090000000048656,0.171,0.9798
Ontario,Male,73,60868.0,20.2,,,2.090000000048656,0.171,0.9798
Ontario,Male,74,60868.0,20.2,,,2.090000000048656,0.171,0.9798
Ontario,Male,75,40824.0,32.0,,,2.090000000048656,0.171,0.968
Ontario,Male,76,40824.0,32.0,,,2.090000000048656,0.171,0.968
Ontario,Male,77,40824.0,32.0,,,2.090000000048656,0.171,0.968
Ontario,Male,78,40824.0,32.0,,,2.090000000048656,0.171,0.968
Ontario,Male,79,40824.0,32.0,,,2.090000000048656,0.171,0.968
Ontario,Male,80,27355.0,56.7,,,2.090000000048656,0.171,0.9433
Ontario,Male,81,27355.0,56.7,,,2.090000000048656,0.171,0.9433
Ontario,Male,82,27355.0,56.7,,,2.090000000048656,0.171,0.9433
Ontario,Male,83,27355.0,56.7,,,2.090000000048656,0.171,0.9433
Ontario,Male,84,27355.0,56.7,,,2.090000000048656,0.171,0.9433
Ontario,Male,85,16176.0,104.3,,,2.090000000048656,0.171,0.8956999999999999
Ontario,Male,86,16176.0,104.3,,,2.090000000048656,0.171,0.8956999999999999
Ontario,Male,87,16176.0,104.3,,,2.090000000048656,0.171,0.8956999999999999
Ontario,Male,88,16176.0,104.3,,,2.090000000048656,0.171,0.8956999999999999
Ontario,Male,89,16176.0,104.3,,,2.090000000048656,0.171,0.8956999999999999
Ontario,Female,18,83706.0,0.2,0.008493,0.001144,4.869999999539792,0.236,0.9998
Ontario,Female,19,83706.0,0.2,,,4.869999999539792,0.236,0.9998
Ontario,Female,20,98227.0,0.3,,,4.869999999539792,0.236,0.9997
Ontario,Female,21,98227.0,0.3,,,4.869999999539792,0.236,0.9997
Ontario,Female,22,98227.0,0.3,,,4.869999999539792,0.236,0.9997
Ontario,Female,23,98227.0,0.3,,,4.869999999539792,0.236,0.9997
Ontario,Female,24,98227.0,0.3,,,4.869999999539792,0.236,0.9997
Ontario,Female,25,101480.0,0.4,,,4.869999999539792,0.236,0.9996
Ontario,Female,26,101480.0,0.4,,,4.869999999539792,0.236,0.9996
Ontario,Female,27,101480.0,0.4,,,4.869999999539792,0.236,0.9996
Ontario,Female,28,101480.0,0.4,,,4.869999999539792,0.236,0.9996
Ontario,Female,29,101480.0,0.4,,,4.869999999539792,0.236,0.9996
Ontario,Female,30,99829.0,0.5,,,4.869999999539792,0.236,0.9995
Ontario,Female,31,99829.0,0.5,,,4.869999999539792,0.236,0.9995
Ontario,Female,32,99829.0,0.5,,,4.869999999539792,0.236,0.9995
Ontario,Female,33,99829.0,0.5,,,4.869999999539792,0.236,0.9995
Ontario,Female,34,99829.0,0.5,,,4.869999999539792,0.236,0.9995
Ontario,Female,35,97577.0,0.7,,,4.869999999539792,0.236,0.9993
Ontario,Female,36,97577.0,0.7,,,4.869999999539792,0.236,0.9993
Ontario,Female,37,97577.0,0.7,,,4.869999999539792,0.236,0.9993
Ontario,Female,38,97577.0,0.7,,,4.869999999539792,0.236,0.9993
Ontario,Female,39,97577.0,0.7,,,4.869999999539792,0.236,0.9993
Ontario,Female,40,94231.0,0.9,,,4.869999999539792,0.236,0.9991
Ontario,Female,41,94231.0,0.9,,,4.869999999539792,0.236,0.9991
Ontario,Female,42,94231.0,0.9,,,4.869999999539792,0.236,0.9991
Ontario,Female,43,94231.0,0.9,,,4.869999999539792,0.236,0.9991
Ontario,Female,44,94231.0,0.9,,,4.869999999539792,0.236,0.9991
Ontario,Female,45,95878.0,1.3,,,4.869999999539792,0.236,0.9987
Ontario,Female,46,95878.0,1.3,,,4.869999999539792,0.236,0.9987
Ontario,Female,47,95878.0,1.3,,,4.869999999539792,0.236,0.9987
Ontario,Female,48,95878.0,1.3,,,4.869999999539792,0.236,0.9987
Ontario,Female,49,95878.0,1.3,,,4.869999999539792,0.236,0.9987
Ontario,Female,50,100079.0,2.2,,,4.869999999539792,0.236,0.9978
Ontario,Female,51,100079.0,2.2,,,4.869999999539792,0.236,0.9978
Ontario,Female,52,100079.0,2.2,,,4.869999999539792,0.236,0.9978
Ontario,Female,53,100079.0,2.2,,,4.869999999539792,0.236,0.9978
Ontario,Female,54,100079.0,2.2,,,4.869999999539792,0.236,0.9978
Ontario,Female,55,107658.0,3.3,,,4.869999999539792,0.236,0.9967
Ontario,Female,56,107658.0,3.3,,,4.869999999539792,0.236,0.9967
Ontario,Female,57,107658.0,3.3,,,4.869999999539792,0.236,0.9967
Ontario,Female,58,107658.0,3.3,,,4.869999999539792,0.236,0.9967
Ontario,Female,59,107658.0,3.3,,,4.869999999539792,0.236,0.9967
Ontario,Female,60,96179.0,5.2,,,4.869999999539792,0.236,0.9948
Ontario,Female,61,96179.0,5.2,,,4.869999999539792,0.236,0.9948
Ontario,Female,62,96179.0,5.2,,,4.869999999539792,0.236,0.9948
Ontario,Female,63,96179.0,5.2,,,4.869999999539792,0.236,0.9948
Ontario,Female,64,96179.0,5.2,,,4.869999999539792,0.236,0.9948
Ontario,Female,65,81525.0,8.2,,,4.869999999539792,0.236,0.9918
Ontario,Female,66,81525.0,8.2,,,4.869999999539792,0.236,0.9918
Ontario,Female,67,81525.0,8.2,,,4.869999999539792,0.236,0.9918
Ontario,Female,68,81525.0,8.2,,,4.869999999539792,0.236,0.9918
Ontario,Female,69,81525.0,8.2,,,4.869999999539792,0.236,0.9918
Ontario,Female,70,68193.0,12.9,,,4.869999999539792,0.236,0.9871
Ontario,Female,71,68193.0,12.9,,,4.869999999539792,0.236,0.9871
Ontario,Female,72,68193.0,12.9,,,4.869999999539792,0.236,0.9871
Ontario,Female,73,68193.0,12.9,,,4.869999999539792,0.236,0.9871
Ontario,Female,74,68193.0,12.9,,,4.869999999539792,0.236,0.9871
Ontario,Female,75,48110.0,21.8,,,4.869999999539792,0.236,0.9782
Ontario,Female,76,48110.0,21.8,,,4.869999999539792,0.236,0.9782
Ontario,Female,77,48110.0,21.8,,,4.869999999539792,0.236,0.9782
Ontario,Female,78,48110.0,21.8,,,4.869999999539792,0.236,0.9782
Ontario,Female,79,48110.0,21.8,,,4.869999999539792,0.236,0.9782
Ontario,Female,80,35057.0,39.7,,,4.869999999539792,0.236,0.9603
Ontario,Female,81,35057.0,39.7,,,4.869999999539792,0.236,0.9603
Ontario,Female,82,35057.0,39.7,,,4.869999999539792,0.236,0.9603
Ontario,Female,83,35057.0,39.7,,,4.869999999539792,0.236,0.9603
Ontario,Female,84,35057.0,39.7,,,4.869999999539792,0.236,0.9603
Ontario,Female,85,24284.0,73.8,,,4.869999999539792,0.236,0.9262
Ontario,Female,86,24284.0,73.8,,,4.869999999539792,0.236,0.9262
Ontario,Female,87,24284.0,73.8,,,4.869999999539792,0.236,0.9262
Ontario,Female,88,24284.0,73.8,,,4.869999999539792,0.236,0.9262
Ontario,Female,89,24284.0,73.8,,,4.869999999539792,0.236,0.9262
Manitoba,Male,18,9064.0,0.8,0.028942,0.007397,2.090000000048656,0.171,0.9992
Manitoba,Male,19,9064.0,0.8,,,2.090000000048656,0.171,0.9992
Manitoba,Male,20,10117.0,1.3,,,2.090000000048656,0.171,0.9987
Manitoba,Male,21,10117.0,1.3,,,2.090000000048656,0.171,0.9987
Manitoba,Male,22,10117.0,1.3,,,2.090000000048656,0.171,0.9987
Manitoba,Male,23,10117.0,1.3,,,2.090000000048656,0.171,0.9987
Manitoba,Male,24,10117.0,1.3,,,2.090000000048656,0.171,0.9987
Manitoba,Male,25,10186.0,1.1,,,2.090000000048656,0.171,0.9989
Manitoba,Male,26,10186.0,1.1,,,2.090000000048656,0.171,0.9989
Manitoba,Male,27,10186.0,1.1,,,2.090000000048656,0.171,0.9989
Manitoba,Male,28,10186.0,1.1,,,2.090000000048656,0.171,0.9989
Manitoba,Male,29,10186.0,1.1,,,2.090000000048656,0.171,0.9989
Manitoba,Male,30,9881.0,1.2,,,2.090000000048656,0.171,0.9988
Manitoba,Male,31,9881.0,1.2,,,2.090000000048656,0.171,0.9988
Manitoba,Male,32,9881.0,1.2,,,2.090000000048656,0.171,0.9988
Manitoba,Male,33,9881.0,1.2,,,2.090000000048656,0.171,0.9988
Manitoba,Male,34,9881.0,1.2,,,2.090000000048656,0.171,0.9988
Manitoba,Male,35,9333.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,36,9333.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,37,9333.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,38,9333.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,39,9333.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,40,8616.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,41,8616.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,42,8616.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,43,8616.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,44,8616.0,2.2,,,2.090000000048656,0.171,0.9978
Manitoba,Male,45,8280.0,2.9,,,2.090000000048656,0.171,0.9971
Manitoba,Male,46,8280.0,2.9,,,2.090000000048656,0.171,0.9971
Manitoba,Male,47,8280.0,2.9,,,2.090000000048656,0.171,0.9971
Manitoba,Male,48,8280.0,2.9,,,2.090000000048656,0.171,0.9971
Manitoba,Male,49,8280.0,2.9,,,2.090000000048656,0.171,0.9971
Manitoba,Male,50,8110.0,4.4,,,2.090000000048656,0.171,0.9956
Manitoba,Male,51,8110.0,4.4,,,2.090000000048656,0.171,0.9956
Manitoba,Male,52,8110.0,4.4,,,2.090000000048656,0.171,0.9956
Manitoba,Male,53,8110.0,4.4,,,2.090000000048656,0.171,0.9956
Manitoba,Male,54,8110.0,4.4,,,2.090000000048656,0.171,0.9956
Manitoba,Male,55,9033.0,7.6,,,2.090000000048656,0.171,0.9924
Manitoba,Male,56,9033.0,7.6,,,2.090000000048656,0.171,0.9924
Manitoba,Male,57,9033.0,7.6,,,2.090000000048656,0.171,0.9924
Manitoba,Male,58,9033.0,7.6,,,2.090000000048656,0.171,0.9924
Manitoba,Male,59,9033.0,7.6,,,2.090000000048656,0.171,0.9924
Manitoba,Male,60,8123.0,10.3,,,2.090000000048656,0.171,0.9897
Manitoba,Male,61,8123.0,10.3,,,2.090000000048656,0.171,0.9897
Manitoba,Male,62,8123.0,10.3,,,2.090000000048656,0.171,0.9897
Manitoba,Male,63,8123.0,10.3,,,2.090000000048656,0.171,0.9897
Manitoba,Male,64,8123.0,10.3,,,2.090000000048656,0.171,0.9897
Manitoba,Male,65,6705.0,16.3,,,2.090000000048656,0.171,0.9837
Manitoba,Male,66,6705.0,16.3,,,2.090000000048656,0.171,0.9837
Manitoba,Male,67,6705.0,16.3,,,2.090000000048656,0.171,0.9837
Manitoba,Male,68,6705.0,16.3,,,2.090000000048656,0.171,0.9837
Manitoba,Male,69,6705.0,16.3,,,2.090000000048656,0.171,0.9837
Manitoba,Male,70,5245.0,25.1,,,2.090000000048656,0.171,0.9749
Manitoba,Male,71,5245.0,25.1,,,2.090000000048656,0.171,0.9749
Manitoba,Male,72,5245.0,25.1,,,2.090000000048656,0.171,0.9749
Manitoba,Male,73,5245.0,25.1,,,2.090000000048656,0.171,0.9749
Manitoba,Male,74,5245.0,25.1,,,2.090000000048656,0.171,0.9749
Manitoba,Male,75,3461.0,39.5,,,2.090000000048656,0.171,0.9605
Manitoba,Male,76,3461.0,39.5,,,2.090000000048656,0.171,0.9605
Manitoba,Male,77,3461.0,39.5,,,2.090000000048656,0.171,0.9605
Manitoba,Male,78,3461.0,39.5,,,2.090000000048656,0.171,0.9605
Manitoba,Male,79,3461.0,39.5,,,2.090000000048656,0.171,0.9605
Manitoba,Male,80,2245.0,66.1,,,2.090000000048656,0.171,0.9339
Manitoba,Male,81,2245.0,66.1,,,2.090000000048656,0.171,0.9339
Manitoba,Male,82,2245.0,66.1,,,2.090000000048656,0.171,0.9339
Manitoba,Male,83,2245.0,66.1,,,2.090000000048656,0.171,0.9339
Manitoba,Male,84,2245.0,66.1,,,2.090000000048656,0.171,0.9339
Manitoba,Male,85,1346.0,109.1,,,2.090000000048656,0.171,0.8909
Manitoba,Male,86,1346.0,109.1,,,2.090000000048656,0.171,0.8909
Manitoba,Male,87,1346.0,109.1,,,2.090000000048656,0.171,0.8909
Manitoba,Male,88,1346.0,109.1,,,2.090000000048656,0.171,0.8909
Manitoba,Male,89,1346.0,109.1,,,2.090000000048656,0.171,0.8909
Manitoba,Female,18,8513.0,0.5,0.004274,0.002325,4.869999999539792,0.236,0.9995
Manitoba,Female,19,8513.0,0.5,,,4.869999999539792,0.236,0.9995
Manitoba,Female,20,9072.0,0.7,,,4.869999999539792,0.236,0.9993
Manitoba,Female,21,9072.0,0.7,,,4.869999999539792,0.236,0.9993
Manitoba,Female,22,9072.0,0.7,,,4.869999999539792,0.236,0.9993
Manitoba,Female,23,9072.0,0.7,,,4.869999999539792,0.236,0.9993
Manitoba,Female,24,9072.0,0.7,,,4.869999999539792,0.236,0.9993
Manitoba,Female,25,9501.0,0.8,,,4.869999999539792,0.236,0.9992
Manitoba,Female,26,9501.0,0.8,,,4.869999999539792,0.236,0.9992
Manitoba,Female,27,9501.0,0.8,,,4.869999999539792,0.236,0.9992
Manitoba,Female,28,9501.0,0.8,,,4.869999999539792,0.236,0.9992
Manitoba,Female,29,9501.0,0.8,,,4.869999999539792,0.236,0.9992
Manitoba,Female,30,9643.0,0.9,,,4.869999999539792,0.236,0.9991
Manitoba,Female,31,9643.0,0.9,,,4.869999999539792,0.236,0.9991
Manitoba,Female,32,9643.0,0.9,,,4.869999999539792,0.236,0.9991
Manitoba,Female,33,9643.0,0.9,,,4.869999999539792,0.236,0.9991
Manitoba,Female,34,9643.0,0.9,,,4.869999999539792,0.236,0.9991
Manitoba,Female,35,9329.0,1.0,,,4.869999999539792,0.236,0.999
Manitoba,Female,36,9329.0,1.0,,,4.869999999539792,0.236,0.999
Manitoba,Female,37,9329.0,1.0,,,4.869999999539792,0.236,0.999
Manitoba,Female,38,9329.0,1.0,,,4.869999999539792,0.236,0.999
Manitoba,Female,39,9329.0,1.0,,,4.869999999539792,0.236,0.999
Manitoba,Female,40,8492.0,1.3,,,4.869999999539792,0.236,0.9987
Manitoba,Female,41,8492.0,1.3,,,4.869999999539792,0.236,0.9987
Manitoba,Female,42,8492.0,1.3,,,4.869999999539792,0.236,0.9987
Manitoba,Female,43,8492.0,1.3,,,4.869999999539792,0.236,0.9987
Manitoba,Female,44,8492.0,1.3,,,4.869999999539792,0.236,0.9987
Manitoba,Female,45,8229.0,1.7,,,4.869999999539792,0.236,0.9983
Manitoba,Female,46,8229.0,1.7,,,4.869999999539792,0.236,0.9983
Manitoba,Female,47,8229.0,1.7,,,4.869999999539792,0.236,0.9983
Manitoba,Female,48,8229.0,1.7,,,4.869999999539792,0.236,0.9983
Manitoba,Female,49,8229.0,1.7,,,4.869999999539792,0.236,0.9983
Manitoba,Female,50,8284.0,3.3,,,4.869999999539792,0.236,0.9967
Manitoba,Female,51,8284.0,3.3,,,4.869999999539792,0.236,0.9967
Manitoba,Female,52,8284.0,3.3,,,4.869999999539792,0.236,0.9967
Manitoba,Female,53,8284.0,3.3,,,4.869999999539792,0.236,0.9967
Manitoba,Female,54,8284.0,3.3,,,4.869999999539792,0.236,0.9967
Manitoba,Female,55,9123.0,4.3,,,4.869999999539792,0.236,0.9957
Manitoba,Female,56,9123.0,4.3,,,4.869999999539792,0.236,0.9957
Manitoba,Female,57,9123.0,4.3,,,4.869999999539792,0.236,0.9957
Manitoba,Female,58,9123.0,4.3,,,4.869999999539792,0.236,0.9957
Manitoba,Female,59,9123.0,4.3,,,4.869999999539792,0.236,0.9957
Manitoba,Female,60,8236.0,6.7,,,4.869999999539792,0.236,0.9933
Manitoba,Female,61,8236.0,6.7,,,4.869999999539792,0.236,0.9933
Manitoba,Female,62,8236.0,6.7,,,4.869999999539792,0.236,0.9933
Manitoba,Female,63,8236.0,6.7,,,4.869999999539792,0.236,0.9933
Manitoba,Female,64,8236.0,6.7,,,4.869999999539792,0.236,0.9933
Manitoba,Female,65,7052.0,9.9,,,4.869999999539792,0.236,0.9901
Manitoba,Female,66,7052.0,9.9,,,4.869999999539792,0.236,0.9901
Manitoba,Female,67,7052.0,9.9,,,4.869999999539792,0.236,0.9901
Manitoba,Female,68,7052.0,9.9,,,4.869999999539792,0.236,0.9901
Manitoba,Female,69,7052.0,9.9,,,4.869999999539792,0.236,0.9901
Manitoba,Female,70,5642.0,16.3,,,4.869999999539792,0.236,0.9837
Manitoba,Female,71,5642.0,16.3,,,4.869999999539792,0.236,0.9837
Manitoba,Female,72,5642.0,16.3,,,4.869999999539792,0.236,0.9837
Manitoba,Female,73,5642.0,16.3,,,4.869999999539792,0.236,0.9837
Manitoba,Female,74,5642.0,16.3,,,4.869999999539792,0.236,0.9837
Manitoba,Female,75,3919.0,26.1,,,4.869999999539792,0.236,0.9739
Manitoba,Female,76,3919.0,26.1,,,4.869999999539792,0.236,0.9739
Manitoba,Female,77,3919.0,26.1,,,4.869999999539792,0.236,0.9739
Manitoba,Female,78,3919.0,26.1,,,4.869999999539792,0.236,0.9739
Manitoba,Female,79,3919.0,26.1,,,4.869999999539792,0.236,0.9739
Manitoba,Female,80,2854.0,48.5,,,4.869999999539792,0.236,0.9515
Manitoba,Female,81,2854.0,48.5,,,4.869999999539792,0.236,0.9515
Manitoba,Female,82,2854.0,48.5,,,4.869999999539792,0.236,0.9515
Manitoba,Female,83,2854.0,48.5,,,4.869999999539792,0.236,0.9515
Manitoba,Female,84,2854.0,48.5,,,4.869999999539792,0.236,0.9515
Manitoba,Female,85,2081.0,85.0,,,4.869999999539792,0.236,0.915
Manitoba,Female,86,2081.0,85.0,,,4.869999999539792,0.236,0.915
Manitoba,Female,87,2081.0,85.0,,,4.869999999539792,0.236,0.915
Manitoba,Female,88,2081.0,85.0,,,4.869999999539792,0.236,0.915
Manitoba,Female,89,2081.0,85.0,,,4.869999999539792,0.236,0.915
Saskatchewan,Male,18,7376.0,0.9,0.011066,0.004496,2.090000000048656,0.171,0.9991
Saskatchewan,Male,19,7376.0,0.9,,,2.090000000048656,0.171,0.9991
Saskatchewan,Male,20,7897.0,1.2,,,2.090000000048656,0.171,0.9988
Saskatchewan,Male,21,7897.0,1.2,,,2.090000000048656,0.171,0.9988
Saskatchewan,Male,22,7897.0,1.2,,,2.090000000048656,0.171,0.9988
Saskatchewan,Male,23,7897.0,1.2,,,2.090000000048656,0.171,0.9988
Saskatchewan,Male,24,7897.0,1.2,,,2.090000000048656,0.171,0.9988
Saskatchewan,Male,25,8408.0,1.6,,,2.090000000048656,0.171,0.9984
Saskatchewan,Male,26,8408.0,1.6,,,2.090000000048656,0.171,0.9984
Saskatchewan,Male,27,8408.0,1.6,,,2.090000000048656,0.171,0.9984
Saskatchewan,Male,28,8408.0,1.6,,,2.090000000048656,0.171,0.9984
Saskatchewan,Male,29,8408.0,1.6,,,2.090000000048656,0.171,0.9984
Saskatchewan,Male,30,8842.0,1.8,,,2.090000000048656,0.171,0.9982
Saskatchewan,Male,31,8842.0,1.8,,,2.090000000048656,0.171,0.9982
Saskatchewan,Male,32,8842.0,1.8,,,2.090000000048656,0.171,0.9982
Saskatchewan,Male,33,8842.0,1.8,,,2.090000000048656,0.171,0.9982
Saskatchewan,Male,34,8842.0,1.8,,,2.090000000048656,0.171,0.9982
Saskatchewan,Male,35,8556.0,1.9,,,2.090000000048656,0.171,0.9981
Saskatchewan,Male,36,8556.0,1.9,,,2.090000000048656,0.171,0.9981
Saskatchewan,Male,37,8556.0,1.9,,,2.090000000048656,0.171,0.9981
Saskatchewan,Male,38,8556.0,1.9,,,2.090000000048656,0.171,0.9981
Saskatchewan,Male,39,8556.0,1.9,,,2.090000000048656,0.171,0.9981
Saskatchewan,Male,40,7528.0,2.1,,,2.090000000048656,0.171,0.9979
Saskatchewan,Male,41,7528.0,2.1,,,2.090000000048656,0.171,0.9979
Saskatchewan,Male,42,7528.0,2.1,,,2.090000000048656,0.171,0.9979
Saskatchewan,Male,43,7528.0,2.1,,,2.090000000048656,0.171,0.9979
Saskatchewan,Male,44,7528.0,2.1,,,2.090000000048656,0.171,0.9979
Saskatchewan,Male,45,6786.0,2.7,,,2.090000000048656,0.171,0.9973
Saskatchewan,Male,46,6786.0,2.7,,,2.090000000048656,0.171,0.9973
Saskatchewan,Male,47,6786.0,2.7,,,2.090000000048656,0.171,0.9973
Saskatchewan,Male,48,6786.0,2.7,,,2.090000000048656,0.171,0.9973
Saskatchewan,Male,49,6786.0,2.7,,,2.090000000048656,0.171,0.9973
Saskatchewan,Male,50,6936.0,4.7,,,2.090000000048656,0.171,0.9953
Saskatchewan,Male,51,6936.0,4.7,,,2.090000000048656,0.171,0.9953
Saskatchewan,Male,52,6936.0,4.7,,,2.090000000048656,0.171,0.9953
Saskatchewan,Male,53,6936.0,4.7,,,2.090000000048656,0.171,0.9953
Saskatchewan,Male,54,6936.0,4.7,,,2.090000000048656,0.171,0.9953
Saskatchewan,Male,55,7963.0,6.2,,,2.090000000048656,0.171,0.9938
Saskatchewan,Male,56,7963.0,6.2,,,2.090000000048656,0.171,0.9938
Saskatchewan,Male,57,7963.0,6.2,,,2.090000000048656,0.171,0.9938
Saskatchewan,Male,58,7963.0,6.2,,,2.090000000048656,0.171,0.9938
Saskatchewan,Male,59,7963.0,6.2,,,2.090000000048656,0.171,0.9938
Saskatchewan,Male,60,7457.0,10.1,,,2.090000000048656,0.171,0.9899
Saskatchewan,Male,61,7457.0,10.1,,,2.090000000048656,0.171,0.9899
Saskatchewan,Male,62,7457.0,10.1,,,2.090000000048656,0.171,0.9899
Saskatchewan,Male,63,7457.0,10.1,,,2.090000000048656,0.171,0.9899
Saskatchewan,Male,64,7457.0,10.1,,,2.090000000048656,0.171,0.9899
Saskatchewan,Male,65,5936.0,13.7,,,2.090000000048656,0.171,0.9863
Saskatchewan,Male,66,5936.0,13.7,,,2.090000000048656,0.171,0.9863
Saskatchewan,Male,67,5936.0,13.7,,,2.090000000048656,0.171,0.9863
Saskatchewan,Male,68,5936.0,13.7,,,2.090000000048656,0.171,0.9863
Saskatchewan,Male,69,5936.0,13.7,,,2.090000000048656,0.171,0.9863
Saskatchewan,Male,70,4336.0,23.9,,,2.090000000048656,0.171,0.9761
Saskatchewan,Male,71,4336.0,23.9,,,2.090000000048656,0.171,0.9761
Saskatchewan,Male,72,4336.0,23.9,,,2.090000000048656,0.171,0.9761
Saskatchewan,Male,73,4336.0,23.9,,,2.090000000048656,0.171,0.9761
Saskatchewan,Male,74,4336.0,23.9,,,2.090000000048656,0.171,0.9761
Saskatchewan,Male,75,2894.0,36.7,,,2.090000000048656,0.171,0.9633
Saskatchewan,Male,76,2894.0,36.7,,,2.090000000048656,0.171,0.9633
Saskatchewan,Male,77,2894.0,36.7,,,2.090000000048656,0.171,0.9633
Saskatchewan,Male,78,2894.0,36.7,,,2.090000000048656,0.171,0.9633
Saskatchewan,Male,79,2894.0,36.7,,,2.090000000048656,0.171,0.9633
Saskatchewan,Male,80,1959.0,67.3,,,2.090000000048656,0.171,0.9327
Saskatchewan,Male,81,1959.0,67.3,,,2.090000000048656,0.171,0.9327
Saskatchewan,Male,82,1959.0,67.3,,,2.090000000048656,0.171,0.9327
Saskatchewan,Male,83,1959.0,67.3,,,2.090000000048656,0.171,0.9327
Saskatchewan,Male,84,1959.0,67.3,,,2.090000000048656,0.171,0.9327
Saskatchewan,Male,85,1250.0,116.1,,,2.090000000048656,0.171,0.8839
Saskatchewan,Male,86,1250.0,116.1,,,2.090000000048656,0.171,0.8839
Saskatchewan,Male,87,1250.0,116.1,,,2.090000000048656,0.171,0.8839
Saskatchewan,Male,88,1250.0,116.1,,,2.090000000048656,0.171,0.8839
Saskatchewan,Male,89,1250.0,116.1,,,2.090000000048656,0.171,0.8839
Saskatchewan,Female,18,6948.0,0.7,0.00524,0.003266,4.869999999539792,0.236,0.9993
Saskatchewan,Female,19,6948.0,0.7,,,4.869999999539792,0.236,0.9993
Saskatchewan,Female,20,7082.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,21,7082.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,22,7082.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,23,7082.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,24,7082.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,25,7710.0,0.6,,,4.869999999539792,0.236,0.9994
Saskatchewan,Female,26,7710.0,0.6,,,4.869999999539792,0.236,0.9994
Saskatchewan,Female,27,7710.0,0.6,,,4.869999999539792,0.236,0.9994
Saskatchewan,Female,28,7710.0,0.6,,,4.869999999539792,0.236,0.9994
Saskatchewan,Female,29,7710.0,0.6,,,4.869999999539792,0.236,0.9994
Saskatchewan,Female,30,8446.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,31,8446.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,32,8446.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,33,8446.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,34,8446.0,0.8,,,4.869999999539792,0.236,0.9992
Saskatchewan,Female,35,8299.0,1.2,,,4.869999999539792,0.236,0.9988
Saskatchewan,Female,36,8299.0,1.2,,,4.869999999539792,0.236,0.9988
Saskatchewan,Female,37,8299.0,1.2,,,4.869999999539792,0.236,0.9988
Saskatchewan,Female,38,8299.0,1.2,,,4.869999999539792,0.236,0.9988
Saskatchewan,Female,39,8299.0,1.2,,,4.869999999539792,0.236,0.9988
Saskatchewan,Female,40,7214.0,1.5,,,4.869999999539792,0.236,0.9985
Saskatchewan,Female,41,7214.0,1.5,,,4.869999999539792,0.236,0.9985
Saskatchewan,Female,42,7214.0,1.5,,,4.869999999539792,0.236,0.9985
Saskatchewan,Female,43,7214.0,1.5,,,4.869999999539792,0.236,0.9985
Saskatchewan,Female,44,7214.0,1.5,,,4.869999999539792,0.236,0.9985
Saskatchewan,Female,45,6602.0,1.7,,,4.869999999539792,0.236,0.9983
Saskatchewan,Female,46,6602.0,1.7,,,4.869999999539792,0.236,0.9983
Saskatchewan,Female,47,6602.0,1.7,,,4.869999999539792,0.236,0.9983
Saskatchewan,Female,48,6602.0,1.7,,,4.869999999539792,0.236,0.9983
Saskatchewan,Female,49,6602.0,1.7,,,4.869999999539792,0.236,0.9983
Saskatchewan,Female,50,6597.0,2.8,,,4.869999999539792,0.236,0.9972
Saskatchewan,Female,51,6597.0,2.8,,,4.869999999539792,0.236,0.9972
Saskatchewan,Female,52,6597.0,2.8,,,4.869999999539792,0.236,0.9972
Saskatchewan,Female,53,6597.0,2.8,,,4.869999999539792,0.236,0.9972
Saskatchewan,Female,54,6597.0,2.8,,,4.869999999539792,0.236,0.9972
Saskatchewan,Female,55,7728.0,4.2,,,4.869999999539792,0.236,0.9958
Saskatchewan,Female,56,7728.0,4.2,,,4.869999999539792,0.236,0.9958
Saskatchewan,Female,57,7728.0,4.2,,,4.869999999539792,0.236,0.9958
Saskatchewan,Female,58,7728.0,4.2,,,4.869999999539792,0.236,0.9958
Saskatchewan,Female,59,7728.0,4.2,,,4.869999999539792,0.236,0.9958
Saskatchewan,Female,60,7292.0,6.2,,,4.869999999539792,0.236,0.9938
Saskatchewan,Female,61,7292.0,6.2,,,4.869999999539792,0.236,0.9938
Saskatchewan,Female,62,7292.0,6.2,,,4.869999999539792,0.236,0.9938
