,province,age_group,sex,population,gamma_adj,rho_adj,province_cat,age_group_cat,sex_cat,logit_rho_adj,log_population,Estimated Prevalence,Lower 95% HPDI,Upper 95% HPDI,asd_cases,asd_LCL,asd_UCL
34,British Columbia,25-29,Female,175285.0,1530.0011711144991,0.008728648607208256,1,2,0,-4.732377753430872,12.074168499649808,0.010190468229258901,0.00450900872514742,0.02292360586328178,1786.2362235656465,790.3615943874654,4018.1642537453467
35,British Columbia,25-29,Male,185330.0,7334.407221700625,0.03957485146333904,1,2,1,-3.1891821970212564,12.129893298791355,0.03897550260113473,0.017138762049778482,0.08402415056783381,7223.329897068299,3176.326770685446,15572.19582473664
36,British Columbia,30-34,Female,181950.0,1575.828824603057,0.008660779470200919,1,3,0,-4.740252050369053,12.111487203040307,0.010318832023080657,0.00437839653258729,0.02280207407684233,1877.5114865995256,796.6492491042574,4148.8373782814615
37,British Columbia,30-34,Male,186680.0,7241.075754491525,0.038788706634302145,1,3,1,-3.210065114894321,12.137151200063752,0.03843998477433776,0.01684230264658781,0.08296857075625336,7175.976357673372,3144.1210580650127,15488.572788777377
38,British Columbia,35-39,Female,176830.0,1515.313925088416,0.00856932604811636,1,4,0,-4.7509599364532615,12.082944098049023,0.010080102120058705,0.004444663291261091,0.022907046892134394,1782.4644578899808,785.9498097936988,4050.653101936125
39,British Columbia,35-39,Male,175880.0,6667.720149211399,0.03791062172624175,1,4,1,-3.2338760257055337,12.077557223294747,0.03616317815406466,0.01591311430160281,0.07987745821120816,6360.379773736892,2798.7985433659023,14048.84735018729
40,British Columbia,40-44,Female,161130.0,1362.3529534991735,0.008454992574313744,1,5,0,-4.764507236107676,11.989966771567614,0.00957856747372021,0.004217113724749891,0.021644391127361825,1543.3945770405376,679.50353446895,3487.560742351811
41,British Columbia,40-44,Male,155110.0,5732.776784890097,0.036959427405648226,1,5,1,-3.260274787986875,11.951889821618796,0.033498136514330146,0.015569908177112103,0.07770841795772654,5195.895954737749,2415.0484573518584,12053.352709422963
42,British Columbia,45-49,Female,170595.0,1412.9427214925718,0.008282439236159159,1,6,0,-4.7853008310213845,12.047047605286654,0.009728121282701814,0.004187298629964456,0.021909547142083548,1659.568850222516,714.3322097787865,3737.6591947037427
43,British Columbia,45-49,Male,161175.0,5756.633515527105,0.03571666521189456,1,6,1,-3.295767774660496,11.99024601017882,0.03338223669653731,0.014797483871102983,0.07342170167941164,5380.381999564401,2384.9844629250233,11833.742768179172
44,British Columbia,50-54,Female,177995.0,1432.4197320375602,0.008047527919534595,1,7,0,-4.8143102414004755,12.089510738992054,0.009322313003879677,0.004031248993162008,0.020787728774203217,1659.325103125563,717.5421645378716,3700.111783164302
45,British Columbia,50-54,Male,168775.0,5730.75297408184,0.03395498725570636,1,7,1,-3.348174686933932,12.03632174591007,0.03206157188665057,0.014075990367961191,0.06971837280250119,5411.1917951694495,2375.67527435265,11766.718369742139
46,British Columbia,55-59,Female,193825.0,1494.8212744113068,0.007712221201657717,1,8,0,-4.857206925124756,12.17471096908716,0.00883173434445468,0.0039008588354424284,0.019682516049355787,1711.8109093139285,756.0839637796287,3814.9636732663853
47,British Columbia,55-59,Male,185105.0,5835.292940216657,0.03152423186956947,1,8,1,-3.424966946735488,12.128678510622475,0.030726559918133188,0.013758351411045283,0.06799900618009534,5687.639873646044,2546.7396379415372,12586.956038966548
48,British Columbia,60-64,Female,183085.0,1321.614089394238,0.007218582021433968,1,9,0,-4.923851979239713,12.117705804860025,0.008275561688445574,0.003660178606556927,0.018862159692377627,1515.131211729058,670.123800181475,3453.378507278958
49,British Columbia,60-64,Male,171830.0,4853.467911014874,0.028245754006953814,1,9,1,-3.5381597934948403,12.054260894940791,0.02829241864150631,0.012333573331611171,0.06144718150979753,4861.486295170029,2119.2779055707474,10558.469198828509
50,British Columbia,65-69,Female,158595.0,1037.2433051662413,0.006540201804383753,1,10,0,-5.023225574414944,11.974109061834737,0.007391816110985669,0.0032621008286547993,0.017131938695907123,1172.3050761217721,517.3528809205079,2717.03981747739
51,British Columbia,65-69,Male,147310.0,3505.4851804528657,0.023796654541123247,1,10,1,-3.714125905171025,11.900294488808983,0.02507480963567493,0.011038813147042305,0.055670291482318994,3693.770207431274,1626.127564690802,8200.79063826041
52,British Columbia,70-74,Female,128175.0,716.4349820000187,0.005589506393602643,1,11,0,-5.181259111255264,11.761151796651902,0.005898433615909005,0.002635424204165052,0.013601125344432878,756.0317287191367,337.79549736885554,1743.3242410226842
53,British Columbia,70-74,Male,119330.0,2187.2765057192723,0.01832964473074057,1,11,1,-3.980735885083856,11.689648043363702,0.02015032325729651,0.008955152636011677,0.045039495794870786,2404.538074293193,1068.6183640552733,5374.563033201931
54,British Columbia,75-79,Female,86970.0,365.32993923980587,0.004200643201561526,1,12,0,-5.468308131500441,11.373318510583811,0.0038474108961064984,0.001747404616733338,0.009073995825345262,334.6093256343822,151.9717795172984,789.1654169302775
55,British Columbia,75-79,Male,79535.0,957.1494527429303,0.012034317630513991,1,12,1,-4.407885591825646,11.28395245533246,0.013118572821201224,0.005651105035124394,0.029097269889098925,1043.3856893342393,449.46063896861864,2314.251360629483
56,British Columbia,80-84,Female,60030.0,150.58405398229695,0.0025084799930417618,1,13,0,-5.985566658237391,11.00259971624589,0.0017377431696229515,0.0007530491697877309,0.0038601884772214556,104.31672247246577,45.20554166235748,231.72711428760397
57,British Columbia,80-84,Male,51120.0,294.13328762663264,0.005753781056859011,1,13,1,-5.152127667349502,10.841931089051416,0.005533689115930322,0.0024360212841321696,0.012817172394172753,282.88218760635806,124.52940804483652,655.2138527901111
58,British Columbia,85+,Female,40990.0,37.82923011959871,0.0009228892441961139,1,14,0,-6.987078010746611,10.621083413498383,0.0004468828051088783,0.00019734693430446535,0.001050091689570122,18.317726181412922,8.089250837140035,43.0432583554793
59,British Columbia,85+,Male,31045.0,43.51539574485105,0.0014016877353793219,1,14,1,-6.568675572133526,10.343193043798992,0.0012549793771862818,0.0005414343589569455,0.002898925346309104,38.96083476474812,16.808829673818373,89.99713737616614
60,Manitoba,18-19,Female,17026.0,81.70669095681467,0.004798936388864952,2,0,0,-5.334550483018454,9.742496866444002,0.006792562301404121,0.0028718593526494015,0.015171149603756045,115.65016574370655,48.89627733820871,258.30399315355044
61,Manitoba,18-19,Male,18128.0,599.6920777821191,0.03308098399062881,2,0,1,-3.3751561287828,9.805212983267788,0.02634884661268333,0.01192569714632797,0.05857802521482264,477.6518913947234,216.18903786863342,1061.9024410943048
62,Manitoba,20-24,Female,45360.0,216.08890293597932,0.004763864703174147,2,1,0,-5.3419207796562915,10.722385938401633,0.006686191467385011,0.0029652364445289523,0.01554019121341202,303.2856449605841,134.50312512383329,704.9030734403692
63,Manitoba,20-24,Male,50585.0,1651.013326763691,0.03263839728701574,2,1,1,-3.3890829422162567,10.831410368639991,0.027185754150272187,0.01236451236135569,0.061738098446005106,1375.1913736915185,625.4588577991775,3123.0217098911685
64,Manitoba,25-29,Female,47505.0,223.63738873669377,0.004707660009192586,2,2,0,-5.353845531800374,10.76859024764085,0.006441239100645918,0.0028240452802828393,0.014632395202536045,305.99106347618437,134.15627103983627,695.1119340964748
65,Manitoba,25-29,Male,50930.0,1631.795181094677,0.032039960359212194,2,2,1,-3.4082069200903464,10.83820741987865,0.02524916140279698,0.01088422784817778,0.05452905076641798,1285.9397902444503,554.3337243076943,2777.1645555336677
66,Manitoba,30-34,Female,48215.0,223.95142207569393,0.00464484957120593,2,3,0,-5.367340621936319,10.783425454944485,0.006409101099553341,0.0028157459167186517,0.014563808301192518,309.0148095149643,135.76118937458978,702.1940172419972
67,Manitoba,30-34,Male,49405.0,1554.4099346347173,0.03146260367644403,2,3,1,-3.426987439028132,10.807806912629063,0.023987486705009657,0.010254406110538235,0.05063864984945031,1185.101780661002,506.6189338911415,2501.8024958120927
68,Manitoba,35-39,Female,46645.0,213.43419152505803,0.004575714257156352,2,4,0,-5.382406255775793,10.750321019395061,0.006166116486740874,0.0026693294033705737,0.013781149244289158,287.6185035240281,124.51087002022041,642.8217064998678
69,Manitoba,35-39,Male,46665.0,1427.3473428951827,0.030587106887285602,2,4,1,-3.4561120468030304,10.750749697999847,0.022518560264802923,0.009781600006656751,0.049837598966547735,1050.8286147570284,456.4583643106373,2325.67155577395
70,Manitoba,40-44,Female,42460.0,190.73597250156263,0.004492133125331197,2,5,0,-5.400925353378279,10.656317735257247,0.005860859331800196,0.0025341853674841377,0.013047235571539037,248.85208722823634,107.60151070337649,553.9856223675475
71,Manitoba,40-44,Male,43080.0,1272.9463887950064,0.0295484305662722,2,5,1,-3.4917308673508844,10.670814131270324,0.021767853374479715,0.009363819584081043,0.04829604881871131,937.7591233725861,403.3933476822113,2080.593783110083
72,Manitoba,45-49,Female,41145.0,180.4330511955814,0.004385297148999426,2,6,0,-5.42510294980549,10.624857692039813,0.005502887020701736,0.0024725399706423583,0.01272926356325394,226.41628646677293,101.73265709207983,523.7455493100833
73,Manitoba,45-49,Male,41400.0,1174.0015225017164,0.028357524698109093,2,6,1,-3.5340954966274234,10.631036159813405,0.02012612910860388,0.008757176211735076,0.04480945095873687,833.2217450962006,362.54709516583216,1855.1112696917064
74,Manitoba,50-54,Female,41420.0,174.23711512869164,0.00420659379837498,2,7,0,-5.466886566379963,10.631519134949576,0.005047478412458063,0.0021575932863838886,0.011319098914638866,209.06655584401295,89.36751392202066,468.8370770443418
75,Manitoba,50-54,Male,40550.0,1083.2264308583913,0.02671335217899855,2,7,1,-3.5955151188589176,10.61029105954356,0.018220001120859947,0.008129018540087489,0.042551309077466654,738.8210454508709,329.63170180054766,1725.4555830912727
76,Manitoba,55-59,Female,45615.0,180.50311581736486,0.0039570999850348535,2,8,0,-5.528278898988621,10.727991888779576,0.004840585158724716,0.002120602064336263,0.010919181938588027,220.80329201522792,96.73126316469863,498.0784841286928
77,Manitoba,55-59,Male,45165.0,1092.162108209805,0.024181603192954832,2,8,1,-3.6976843548279947,10.718077729583944,0.017665550018211122,0.007653027274129785,0.0390663849596246,797.8645665725053,345.6489768360717,1764.433276701445
78,Manitoba,60-64,Female,41180.0,148.9097748111822,0.003616070296531865,2,9,0,-5.618744772145798,10.62570798058178,0.004328922016140579,0.0019454721027546494,0.010238107923680908,178.26500862466904,80.11454119143646,421.60528429717976
79,Manitoba,60-64,Male,40615.0,848.7521181353538,0.020897503831967347,2,9,1,-3.847006613847535,10.611892735485053,0.015680774469138535,0.007020976972520239,0.03597829054039653,636.8746550640616,285.1569797389095,1461.258270298205
80,Manitoba,65-69,Female,35260.0,111.30821793383976,0.003156784399711848,2,10,0,-5.755039586957978,10.470504455951861,0.0038177065160463985,0.0016726501878614529,0.008762443065054392,134.61233175579602,58.97764562399483,308.9637424738179
81,Manitoba,65-69,Male,33525.0,561.6932016520104,0.016754457916540205,2,10,1,-4.072194510310939,10.42004670814988,0.013482316891369774,0.005737484200562098,0.02947662512405147,451.99467378317166,192.34915782384434,988.2038572838255
82,Manitoba,70-74,Female,28210.0,71.63915542395975,0.002539495052249548,2,11,0,-5.973247291002322,10.247431803996042,0.0030111420244234126,0.0013093562787048338,0.00691470391451104,84.94431650898447,36.93694062226336,195.06379742835645
83,Manitoba,70-74,Male,26225.0,310.7963794410914,0.011851148882405774,2,11,1,-4.4234085304425,10.174468433264497,0.010416379011888128,0.004540075241091888,0.023661484173312933,273.1695395867661,119.06347319763476,620.5224224451317
84,Manitoba,75-79,Female,19595.0,34.90132942296111,0.0017811344436315954,2,12,0,-6.328722067252771,9.883029710633732,0.002029293835383293,0.0008984839314938717,0.004759502000125069,39.76401270433563,17.605792637622415,93.26244169245072
85,Manitoba,75-79,Male,17305.0,118.45653348237681,0.006845220079883086,2,12,1,-4.977335912773595,9.758750756069444,0.0066638267141403956,0.0029284179749800607,0.01519971027205265,115.31752128819954,50.67627305702995,263.0309862578711
86,Manitoba,80-84,Female,14270.0,13.368420727269303,0.0009368199528569939,2,13,0,-6.972082187913987,9.565914710470881,0.0009579355653063149,0.0004221301141892243,0.0021907133629319947,13.669740516921115,6.023796729480231,31.261479689039565
87,Manitoba,80-84,Male,11225.0,30.513091745832032,0.0027183155230139896,2,13,1,-5.905020866673154,9.325898712610455,0.0028189434927112437,0.0012366580075709585,0.0064507702421849845,31.64264070568371,13.881486134984009,72.40989596852646
88,Manitoba,85+,Female,10405.0,2.9765371426001614,0.0002860679618068392,2,14,0,-8.158995037791355,9.250041738827735,0.00026295722669944483,0.00011085727785202699,0.0005964319976679393,2.7360699438077236,1.1534699760503409,6.205874935734908
89,Manitoba,85+,Male,6730.0,3.6876573604516576,0.0005479431441978689,2,14,1,-7.508790934542653,8.814330422638774,0.0006334039817467038,0.00027579455162070457,0.0014373484700667077,4.262808797155317,1.8560973324073418,9.673355203548944
90,New Brunswick,18-19,Female,8146.0,98.49218979636741,0.01209086543044039,3,0,0,-4.403140480058649,9.005282288208358,0.013722545429612244,0.006022865588330913,0.03141071679194296,111.78385506962134,49.062263082543616,255.87169898716735
91,New Brunswick,18-19,Male,8292.0,680.7634717323651,0.08209882678875605,3,0,1,-2.414166004042404,9.02304647355567,0.050275799684463475,0.021857915773974626,0.10544900686621986,416.8869309835711,181.2458375977976,874.3831649346951
92,New Brunswick,20-24,Female,20485.0,246.87113917268192,0.01205131262741918,3,1,0,-4.406457174801377,9.927448189980971,0.01269692791343244,0.005534550855198892,0.028544407329275087,260.0965683066635,113.3752742687493,584.7321841402002
93,New Brunswick,20-24,Male,22725.0,1844.1992772170117,0.08115288348589711,3,1,1,-2.42678492387084,10.03122091904568,0.050275699886279133,0.022363841911791044,0.10929460234204799,1142.5152799156933,508.2183074454515,2483.719838223041
94,New Brunswick,25-29,Female,21315.0,255.4345695926839,0.01198379402264527,3,2,0,-4.412143861493767,9.96716632919931,0.012146968460277014,0.005230108427036871,0.02694854654692599,258.91263273080455,111.47976112229091,574.4082696477275
95,New Brunswick,25-29,Male,22535.0,1797.5148455620829,0.07976546907308998,3,2,1,-2.445537870051988,10.02282493512475,0.04631741440536645,0.019892017133639,0.097999704980813,1043.7629336249329,448.2666061065549,2208.423351742621
96,New Brunswick,30-34,Female,21870.0,259.2374335922393,0.011853563493015059,3,3,0,-4.423202362768074,9.992871113670814,0.01224529283605493,0.005372768221278824,0.027488092546612088,267.8045543245213,117.50244099936789,601.1645839944064
97,New Brunswick,30-34,Male,22115.0,1733.8552390790378,0.07840177431964901,3,3,1,-2.4642628059512908,10.004011390302427,0.044723315004639434,0.020188472197629728,0.09757604372775955,989.0561113276011,446.46806265058143,2157.8942070394023
98,New Brunswick,35-39,Female,23495.0,275.6421562168253,0.011731949615527785,3,4,0,-4.43363811052139,10.064542911536916,0.013036408134836785,0.005604788325040297,0.028931885770442825,306.29040912799024,131.68450169682177,679.7546561765541
99,New Brunswick,35-39,Male,23055.0,1769.9810522824996,0.07677211243905875,3,4,1,-2.4870346478675183,10.045637944640806,0.045957456702339805,0.02062510617648954,0.09810644098425196,1059.5491642724442,475.51182289896633,2261.843996891929
100,New Brunswick,40-44,Female,24365.0,281.50858348095835,0.011553810116189549,3,5,0,-4.4491189422384005,10.100902955277606,0.01420376026068763,0.006119543338727869,0.03192760366857175,346.0746187516541,149.10267344810453,777.9160633847507
101,New Brunswick,40-44,Male,23910.0,1787.882035636198,0.07477549291661222,3,5,1,-2.5155462219316767,10.082052060452371,0.04973392732750253,0.022381222202142025,0.10796961530765561,1189.1382024005854,535.1350228532158,2581.5535020060456
102,New Brunswick,45-49,Female,26050.0,294.92245682335,0.011321399494178503,3,6,0,-4.469674609235423,10.167773047181512,0.014550476834310258,0.006509162054991726,0.0335455097788961,379.0399215337822,169.56367153253447,873.8605297402435
103,New Brunswick,45-49,Male,26070.0,1886.2043699783212,0.07235152934324209,3,6,1,-2.551116266872878,10.168540506927547,0.052146685741964245,0.024280277629049284,0.11435220459696874,1359.4640972930079,632.9868377893148,2981.161973842975
104,New Brunswick,50-54,Female,27970.0,306.24205322174305,0.010948947201349412,3,7,0,-4.503502645271245,10.238887786196006,0.014371217757381914,0.006124181462967801,0.03160454906629227,401.96296067397213,171.29335551920937,883.9792373841949
105,New Brunswick,50-54,Male,27960.0,1925.6152470977106,0.06887035933825861,3,7,1,-2.6041726292397707,10.238530196347746,0.05120416767527544,0.02318080031634464,0.11062029600127472,1431.6685282007013,648.1351768449961,3092.9434761956413
106,New Brunswick,55-59,Female,31970.0,330.5355580530672,0.010338928935034944,3,8,0,-4.561446252957441,10.372553242053888,0.014198054672006683,0.006125236297642881,0.03208008930872904,453.9118078640536,195.8238044356429,1025.6004552000675
107,New Brunswick,55-59,Male,31475.0,2008.717072885133,0.06381944631882869,3,8,1,-2.685750411963104,10.356948858912547,0.050412130255052715,0.022513513703722565,0.10859839110261779,1586.721799777784,708.6128438246677,3418.134359954895
108,New Brunswick,60-64,Female,31085.0,294.7970949953996,0.009483580344069474,3,9,0,-4.6486645247486305,10.344480666703438,0.013666982343261736,0.006019761205152027,0.030702471475359056,424.8381461402911,187.12427706215075,954.3863258115363
109,New Brunswick,60-64,Male,30280.0,1703.2177560850803,0.0562489351415152,3,9,1,-2.820075318801637,10.318242707551384,0.0483408313100751,0.02122242300848695,0.10257083703470642,1463.760372069074,642.6149686969849,3105.8449454109104
110,New Brunswick,65-69,Female,27810.0,229.316178785868,0.008245817288236893,3,10,0,-4.789769200475977,10.23315094722801,0.012638636758016747,0.005573052553264132,0.02926969036424872,351.4804882404457,154.98659150627552,813.9900890297569
111,New Brunswick,65-69,Male,26345.0,1185.6885731223701,0.045006208886785734,3,10,1,-3.05490438349295,10.179033782643387,0.04351937095303814,0.019199562971751932,0.09527457883887727,1146.51782775779,505.81248649080464,2510.0087795102218
112,New Brunswick,70-74,Female,22985.0,151.47136984406842,0.006590009564675589,3,11,0,-5.01558865952724,10.042597108240328,0.010347239592442714,0.004469808011762167,0.023039158271104938,237.83130203229578,102.73853715035341,529.555052861347
113,New Brunswick,70-74,Male,21660.0,683.5522395428476,0.031558275140482345,3,11,1,-3.4238524693844083,9.983222520554982,0.03541907535884603,0.015353752601966803,0.07707171007674185,767.177172272605,332.56228135860096,1669.3732402622286
114,New Brunswick,75-79,Female,15325.0,70.26043861253628,0.004584694199839235,3,12,0,-5.380436635136344,9.637240760804412,0.006679250662172415,0.0030269280574393397,0.015337496056665234,102.35951639779226,46.38767248025788,235.0471270683947
115,New Brunswick,75-79,Male,13820.0,249.4573568843445,0.018050459977159514,3,12,1,-3.9963687541754256,9.53387209732166,0.022083139762758025,0.009555509474084817,0.04892194457176336,305.1889915213159,132.05714093185216,676.1012739817696
116,New Brunswick,80-84,Female,10510.0,24.454797002795132,0.002326812274290688,3,13,0,-6.060926547252305,9.260082463870997,0.00299254090303997,0.001324420938176849,0.006907604764798096,31.451604890950087,13.919664060238683,72.59892607802799
117,New Brunswick,80-84,Male,8315.0,58.43671352957933,0.007027866930797273,3,13,1,-4.950819364280879,9.025816391627028,0.008762744357382626,0.003886378610228672,0.020088565347360927,72.86221933163654,32.315238144051406,167.03642086330612
118,New Brunswick,85+,Female,7060.0,5.015113481156287,0.0007103560171609471,3,14,0,-7.249033672543644,8.862200330487287,0.0007519679885683943,0.0003348791138114125,0.001748391210797449,5.308893999292864,2.3642465435085724,12.343641948229989
119,New Brunswick,85+,Male,4525.0,5.29051947435211,0.0011691755744424554,3,14,1,-6.750286556181222,8.417372856134026,0.0017927514118142008,0.0007788448996284885,0.004115754429747107,8.112200138459258,3.52427317081891,18.62378879460566
120,Newfoundland and Labrador,18-19,Female,5286.0,21.890692482452128,0.00414125850973366,4,0,0,-5.482605692212734,8.572817095164234,0.005340928753683897,0.0022793215143447234,0.012255670281863272,28.23214939197308,12.048493524826208,64.78347310992926
