,province,age_group,sex,population,gamma_adj,rho_adj,province_cat,age_group_cat,sex_cat,logit_rho_adj,log_population,Estimated Prevalence,Lower HPDI Prevalence,Upper HPDI Prevalence,Estimated Cases,Lower HPDI Cases,Upper HPDI Cases
25,Alberta,75-79,Male,46015.0,458.89015176499487,0.009972620922851132,0,12,1,-4.597889168025202,10.736722709272957,0.01163485963336996,0.011361734469733119,0.011893265552871565,535.378725,487.0,580.0
26,Alberta,80-84,Female,37040.0,101.40599201904935,0.002737742765093125,0,13,0,-5.897880009222014,10.519753688760115,0.0016304637046923223,0.0015655864016372145,0.001694051666381563,60.4131375,45.0,75.0
27,Alberta,80-84,Male,29345.0,130.32437237041026,0.004441109980249114,0,13,1,-5.412399937225289,10.286877452992435,0.005828886123867246,0.005605671777306669,0.006059090325696045,170.976775,144.0,196.0
28,Alberta,85+,Female,25545.0,25.71020810093036,0.001006467336110016,0,14,0,-6.900301792192414,10.148196881764898,0.00047604814094897316,0.0004335146511474174,0.0005189226191191793,12.1655625,6.0,19.0
29,Alberta,85+,Male,17830.0,17.759148437820855,0.000996026272452095,0,14,1,-6.910740400127376,9.788637710857186,0.0017069456865990112,0.0015528550450897944,0.0018581846047164635,30.4358375,19.0,41.0
30,British Columbia,18-19,Female,54276.0,478.43679487196175,0.00881488678001256,1,0,0,-4.722459339502512,10.901837419265844,0.01090690683987101,0.010728871029503942,0.011082540358621338,591.9378125,544.0,640.0
31,British Columbia,18-19,Male,56828.0,2306.0435309090562,0.04057935403162272,1,0,1,-3.1630701926250375,10.947784440991967,0.038080924658842566,0.03749809972762813,0.03864987548319503,2163.9324875,2065.0,2255.0
32,British Columbia,20-24,Female,162685.0,1429.3586538575978,0.008786050673741266,1,1,0,-4.725765090293762,11.999571094734485,0.01084247950929566,0.010716130320472849,0.010967481942680088,1763.7871,1676.0,1845.0
33,British Columbia,20-24,Male,178720.0,7186.779919276452,0.040212510739013274,1,1,1,-3.1725337349821143,12.093575614303028,0.037862152308659656,0.03747811160884073,0.038254597720497024,6766.4678,6592.0,6937.0
34,British Columbia,25-29,Female,175285.0,1530.0011711144991,0.008728648607208256,1,2,0,-4.732377753430872,12.074168499649808,0.010695735622104558,0.01056958568578666,0.01081495743435894,1874.6293125,1786.0,1960.0
35,British Columbia,25-29,Male,185330.0,7334.407221700625,0.03957485146333904,1,2,1,-3.1891821970212564,12.129893298791355,0.037363534218653724,0.03698818330667591,0.037742999656356545,6924.331225,6746.0,7097.0
36,British Columbia,30-34,Female,181950.0,1575.828824603057,0.008660779470200919,1,3,0,-4.740252050369053,12.111487203040307,0.010540124334692773,0.010421162516774643,0.010662825031529745,1917.830425,1826.0,2002.0
37,British Columbia,30-34,Male,186680.0,7241.075754491525,0.038788706634302145,1,3,1,-3.210065114894321,12.137151200063752,0.03683438801921031,0.03646158366765545,0.03721194245365433,6875.824225,6698.0,7046.0
38,British Columbia,35-39,Female,176830.0,1515.313925088416,0.00856932604811636,1,4,0,-4.7509599364532615,12.082944098049023,0.01035267389503613,0.010230404461564016,0.010471922723408264,1830.8282875,1745.0,1916.0
39,British Columbia,35-39,Male,175880.0,6667.720149211399,0.03791062172624175,1,4,1,-3.2338760257055337,12.077557223294747,0.03619641345459915,0.03582627571851755,0.03657429900782654,6365.95665,6198.0,6531.0
40,British Columbia,40-44,Female,161130.0,1362.3529534991735,0.008454992574313744,1,5,0,-4.764507236107676,11.989966771567614,0.010133606040261957,0.010013985895265743,0.010255516639045913,1632.7980125,1550.0,1711.0
41,British Columbia,40-44,Male,155110.0,5732.776784890097,0.036959427405648226,1,5,1,-3.260274787986875,11.951889821618796,0.03545006636317206,0.0350657619365935,0.035820806936427294,5499.0666,5344.0,5653.0
42,British Columbia,45-49,Female,170595.0,1412.9427214925718,0.008282439236159159,1,6,0,-4.7853008310213845,12.047047605286654,0.009848380103009478,0.009728785934582363,0.009964826101683326,1679.9632875,1594.0,1759.0
43,British Columbia,45-49,Male,161175.0,5756.633515527105,0.03571666521189456,1,6,1,-3.295767774660496,11.99024601017882,0.034477092541563954,0.034109113703368714,0.034850011495538576,5556.52585,5398.0,5708.0
44,British Columbia,50-54,Female,177995.0,1432.4197320375602,0.008047527919534595,1,7,0,-4.8143102414004755,12.089510738992054,0.009430067236419551,0.00931583715086868,0.009541863265208072,1678.5637,1595.0,1759.0
45,British Columbia,50-54,Male,168775.0,5730.75297408184,0.03395498725570636,1,7,1,-3.348174686933932,12.03632174591007,0.03304758207653526,0.03268303543557714,0.03339626514814416,5577.3045125,5418.0,5729.0
46,British Columbia,55-59,Female,193825.0,1494.8212744113068,0.007712221201657717,1,8,0,-4.857206925124756,12.17471096908716,0.00880284786432356,0.00869839317700563,0.008907785480495475,1706.2592625,1624.0,1789.0
47,British Columbia,55-59,Male,185105.0,5835.292940216657,0.03152423186956947,1,8,1,-3.424966946735488,12.128678510622475,0.030898498358858745,0.030575280777048842,0.031233419677871216,5719.190575,5561.0,5878.0
48,British Columbia,60-64,Female,183085.0,1321.614089394238,0.007218582021433968,1,9,0,-4.923851979239713,12.117705804860025,0.007902172154233143,0.007804046849576601,0.008003377240663495,1446.4372125,1366.0,1519.0
49,British Columbia,60-64,Male,171830.0,4853.467911014874,0.028245754006953814,1,9,1,-3.5381597934948403,12.054260894940791,0.02780048313313689,0.027480776437902928,0.0281161011206445,4777.0265125,4631.0,4919.0
50,British Columbia,65-69,Female,158595.0,1037.2433051662413,0.006540201804383753,1,10,0,-5.023225574414944,11.974109061834737,0.006681884053407592,0.0065868598063954335,0.0067748948595019575,1059.749575,993.0,1123.0
51,British Columbia,65-69,Male,147310.0,3505.4851804528657,0.023796654541123247,1,10,1,-3.714125905171025,11.900294488808983,0.02358044786261608,0.02327120749738371,0.023889958328687715,3473.703425,3345.0,3591.0
